"Start time UTC","End time UTC","Down-regulation bids, price of the last activated - real time data"
"2023-06-18T02:00:00.000Z","2023-06-18T03:00:00.000Z","-300"
"2023-06-18T03:00:00.000Z","2023-06-18T04:00:00.000Z","-110.01"
"2023-08-02T21:00:00.000Z","2023-08-02T22:00:00.000Z","-25"
"2023-08-02T22:00:00.000Z","2023-08-02T23:00:00.000Z","-25"
"2023-08-03T02:00:00.000Z","2023-08-03T03:00:00.000Z","-6.59999"
"2023-08-10T21:00:00.000Z","2023-08-10T22:00:00.000Z","-25"
"2023-08-10T22:00:00.000Z","2023-08-10T23:00:00.000Z","-108"
"2023-08-10T23:00:00.000Z","2023-08-11T00:00:00.000Z","-110"
"2023-08-11T00:00:00.000Z","2023-08-11T01:00:00.000Z","-110"
"2023-08-11T01:00:00.000Z","2023-08-11T02:00:00.000Z","-110"
"2023-08-11T02:00:00.000Z","2023-08-11T03:00:00.000Z","-90"
"2023-08-11T03:00:00.000Z","2023-08-11T04:00:00.000Z","-110"
"2023-08-11T04:00:00.000Z","2023-08-11T05:00:00.000Z","-49"
"2023-08-14T11:00:00.000Z","2023-08-14T12:00:00.000Z","1"
"2023-08-14T12:00:00.000Z","2023-08-14T13:00:00.000Z","-25"
"2023-08-14T13:00:00.000Z","2023-08-14T14:00:00.000Z","-25"
"2023-08-14T20:00:00.000Z","2023-08-14T21:00:00.000Z","-5"
"2023-08-14T21:00:00.000Z","2023-08-14T22:00:00.000Z","-65"
"2023-08-14T22:00:00.000Z","2023-08-14T23:00:00.000Z","-75"
"2023-08-14T23:00:00.000Z","2023-08-15T00:00:00.000Z","-55"
"2023-08-15T01:00:00.000Z","2023-08-15T02:00:00.000Z","-55"
"2023-08-15T02:00:00.000Z","2023-08-15T03:00:00.000Z","-49"
"2023-08-15T22:00:00.000Z","2023-08-15T23:00:00.000Z","-15"
"2023-08-15T23:00:00.000Z","2023-08-16T00:00:00.000Z","-15"
"2023-08-16T00:00:00.000Z","2023-08-16T01:00:00.000Z","-30"
"2023-08-16T01:00:00.000Z","2023-08-16T02:00:00.000Z","-75"
"2023-08-16T02:00:00.000Z","2023-08-16T03:00:00.000Z","-75"
"2023-08-16T20:00:00.000Z","2023-08-16T21:00:00.000Z","-38"
"2023-08-16T21:00:00.000Z","2023-08-16T22:00:00.000Z","-250"
"2023-08-16T22:00:00.000Z","2023-08-16T23:00:00.000Z","-250"
"2023-08-16T23:00:00.000Z","2023-08-17T00:00:00.000Z","-110"
"2023-08-17T00:00:00.000Z","2023-08-17T01:00:00.000Z","-100"
"2023-09-04T20:00:00.000Z","2023-09-04T21:00:00.000Z","-51.53999"
"2023-09-04T21:00:00.000Z","2023-09-04T22:00:00.000Z","-100"
"2023-09-04T22:00:00.000Z","2023-09-04T23:00:00.000Z","-260"
"2023-09-04T23:00:00.000Z","2023-09-05T00:00:00.000Z","-50"
"2023-09-05T02:00:00.000Z","2023-09-05T03:00:00.000Z","-50"
"2023-09-05T19:00:00.000Z","2023-09-05T20:00:00.000Z","-199"
"2023-09-05T20:00:00.000Z","2023-09-05T21:00:00.000Z","-100"
"2023-09-05T21:00:00.000Z","2023-09-05T22:00:00.000Z","-120"
"2023-09-05T22:00:00.000Z","2023-09-05T23:00:00.000Z","-300"
"2023-09-05T23:00:00.000Z","2023-09-06T00:00:00.000Z","0"
"2023-09-06T00:00:00.000Z","2023-09-06T01:00:00.000Z","0"
"2023-09-06T01:00:00.000Z","2023-09-06T02:00:00.000Z","0"
"2023-09-06T02:00:00.000Z","2023-09-06T03:00:00.000Z","0"
"2023-09-06T03:00:00.000Z","2023-09-06T04:00:00.000Z","0"
"2023-09-06T04:00:00.000Z","2023-09-06T05:00:00.000Z","0"
"2023-09-06T05:00:00.000Z","2023-09-06T06:00:00.000Z","0"
"2023-09-06T06:00:00.000Z","2023-09-06T07:00:00.000Z","0"
"2023-09-06T07:00:00.000Z","2023-09-06T08:00:00.000Z","0"
"2023-09-06T08:00:00.000Z","2023-09-06T09:00:00.000Z","0"
"2023-09-06T09:00:00.000Z","2023-09-06T10:00:00.000Z","0"
"2023-09-06T10:00:00.000Z","2023-09-06T11:00:00.000Z","0"
"2023-09-06T11:00:00.000Z","2023-09-06T12:00:00.000Z","0"
"2023-09-06T12:00:00.000Z","2023-09-06T13:00:00.000Z","0"
"2023-09-06T13:00:00.000Z","2023-09-06T14:00:00.000Z","0"
"2023-09-06T14:00:00.000Z","2023-09-06T15:00:00.000Z","0"
"2023-09-06T15:00:00.000Z","2023-09-06T16:00:00.000Z","0"
"2023-09-06T16:00:00.000Z","2023-09-06T17:00:00.000Z","0"
"2023-09-06T17:00:00.000Z","2023-09-06T18:00:00.000Z","0"
"2023-09-06T18:00:00.000Z","2023-09-06T19:00:00.000Z","0"
"2023-09-06T19:00:00.000Z","2023-09-06T20:00:00.000Z","0"
"2023-09-06T20:00:00.000Z","2023-09-06T21:00:00.000Z","0"
"2023-09-06T21:00:00.000Z","2023-09-06T22:00:00.000Z","0"
"2023-09-06T22:00:00.000Z","2023-09-06T23:00:00.000Z","0"
"2023-09-06T23:00:00.000Z","2023-09-07T00:00:00.000Z","0"
"2023-09-07T00:00:00.000Z","2023-09-07T01:00:00.000Z","0"
"2023-09-07T01:00:00.000Z","2023-09-07T02:00:00.000Z","0"
"2023-09-07T02:00:00.000Z","2023-09-07T03:00:00.000Z","0"
"2023-09-07T03:00:00.000Z","2023-09-07T04:00:00.000Z","0"
"2023-09-07T04:00:00.000Z","2023-09-07T05:00:00.000Z","0"
"2023-09-07T05:00:00.000Z","2023-09-07T06:00:00.000Z","0"
"2023-09-07T06:00:00.000Z","2023-09-07T07:00:00.000Z","0"
"2023-09-07T07:00:00.000Z","2023-09-07T08:00:00.000Z","0"
"2023-09-07T08:00:00.000Z","2023-09-07T09:00:00.000Z","0"
"2023-09-07T09:00:00.000Z","2023-09-07T10:00:00.000Z","0"
"2023-09-07T10:00:00.000Z","2023-09-07T11:00:00.000Z","0"
"2023-09-07T11:00:00.000Z","2023-09-07T12:00:00.000Z","0"
"2023-09-07T12:00:00.000Z","2023-09-07T13:00:00.000Z","0"
"2023-09-07T13:00:00.000Z","2023-09-07T14:00:00.000Z","0"
"2023-09-07T14:00:00.000Z","2023-09-07T15:00:00.000Z","0"
"2023-09-07T15:00:00.000Z","2023-09-07T16:00:00.000Z","0"
"2023-09-07T16:00:00.000Z","2023-09-07T17:00:00.000Z","0"
"2023-09-07T17:00:00.000Z","2023-09-07T18:00:00.000Z","0"
"2023-09-07T18:00:00.000Z","2023-09-07T19:00:00.000Z","0"
"2023-09-07T19:00:00.000Z","2023-09-07T20:00:00.000Z","0"
"2023-09-07T20:00:00.000Z","2023-09-07T21:00:00.000Z","0"
"2023-09-07T21:00:00.000Z","2023-09-07T22:00:00.000Z","0"
"2023-09-07T22:00:00.000Z","2023-09-07T23:00:00.000Z","0"
"2023-09-07T23:00:00.000Z","2023-09-08T00:00:00.000Z","0"
"2023-09-08T00:00:00.000Z","2023-09-08T01:00:00.000Z","0"
"2023-09-08T01:00:00.000Z","2023-09-08T02:00:00.000Z","0"
"2023-09-08T02:00:00.000Z","2023-09-08T03:00:00.000Z","0"
"2023-09-08T03:00:00.000Z","2023-09-08T04:00:00.000Z","0"
"2023-09-08T04:00:00.000Z","2023-09-08T05:00:00.000Z","0"
"2023-09-08T05:00:00.000Z","2023-09-08T06:00:00.000Z","0"
"2023-09-08T06:00:00.000Z","2023-09-08T07:00:00.000Z","0"
"2023-09-08T07:00:00.000Z","2023-09-08T08:00:00.000Z","0"
"2023-09-08T08:00:00.000Z","2023-09-08T09:00:00.000Z","0"
"2023-09-08T09:00:00.000Z","2023-09-08T10:00:00.000Z","0"
"2023-09-08T10:00:00.000Z","2023-09-08T11:00:00.000Z","0"
"2023-09-08T11:00:00.000Z","2023-09-08T12:00:00.000Z","0"
"2023-09-08T12:00:00.000Z","2023-09-08T13:00:00.000Z","0"
"2023-09-08T13:00:00.000Z","2023-09-08T14:00:00.000Z","0"
"2023-09-08T14:00:00.000Z","2023-09-08T15:00:00.000Z","0"
"2023-09-08T15:00:00.000Z","2023-09-08T16:00:00.000Z","0"
"2023-09-08T16:00:00.000Z","2023-09-08T17:00:00.000Z","0"
"2023-09-08T17:00:00.000Z","2023-09-08T18:00:00.000Z","0"
"2023-09-08T18:00:00.000Z","2023-09-08T19:00:00.000Z","0"
"2023-09-08T19:00:00.000Z","2023-09-08T20:00:00.000Z","0"
"2023-09-08T20:00:00.000Z","2023-09-08T21:00:00.000Z","0"
"2023-09-08T21:00:00.000Z","2023-09-08T22:00:00.000Z","0"
"2023-09-08T22:00:00.000Z","2023-09-08T23:00:00.000Z","0"
"2023-09-08T23:00:00.000Z","2023-09-09T00:00:00.000Z","0"
"2023-09-09T00:00:00.000Z","2023-09-09T01:00:00.000Z","0"
"2023-09-09T01:00:00.000Z","2023-09-09T02:00:00.000Z","0"
"2023-09-09T02:00:00.000Z","2023-09-09T03:00:00.000Z","0"
"2023-09-09T03:00:00.000Z","2023-09-09T04:00:00.000Z","0"
"2023-09-09T04:00:00.000Z","2023-09-09T05:00:00.000Z","-29"
"2023-09-09T05:00:00.000Z","2023-09-09T06:00:00.000Z","-19"
"2023-09-09T06:00:00.000Z","2023-09-09T07:00:00.000Z","0"
"2023-09-09T07:00:00.000Z","2023-09-09T08:00:00.000Z","0"
"2023-09-09T08:00:00.000Z","2023-09-09T09:00:00.000Z","0"
"2023-09-09T09:00:00.000Z","2023-09-09T10:00:00.000Z","0"
"2023-09-09T10:00:00.000Z","2023-09-09T11:00:00.000Z","0"
"2023-09-09T11:00:00.000Z","2023-09-09T12:00:00.000Z","0"
"2023-09-09T12:00:00.000Z","2023-09-09T13:00:00.000Z","0"
"2023-09-09T13:00:00.000Z","2023-09-09T14:00:00.000Z","0"
"2023-09-09T14:00:00.000Z","2023-09-09T15:00:00.000Z","0"
"2023-09-09T15:00:00.000Z","2023-09-09T16:00:00.000Z","0"
"2023-09-09T16:00:00.000Z","2023-09-09T17:00:00.000Z","0"
"2023-09-09T17:00:00.000Z","2023-09-09T18:00:00.000Z","0"
"2023-09-09T18:00:00.000Z","2023-09-09T19:00:00.000Z","0"
"2023-09-09T19:00:00.000Z","2023-09-09T20:00:00.000Z","0"
"2023-09-09T20:00:00.000Z","2023-09-09T21:00:00.000Z","0"
"2023-10-16T22:00:00.000Z","2023-10-16T23:00:00.000Z","-15"
"2023-10-16T23:00:00.000Z","2023-10-17T00:00:00.000Z","-5"
"2024-01-05T10:00:00.000Z","2024-01-05T11:00:00.000Z","180"
"2024-01-05T11:00:00.000Z","2024-01-05T12:00:00.000Z","180"
"2024-01-05T12:00:00.000Z","2024-01-05T13:00:00.000Z","0"
"2024-01-12T20:00:00.000Z","2024-01-12T21:00:00.000Z","5"
"2024-01-12T21:00:00.000Z","2024-01-12T22:00:00.000Z","5"
"2024-01-12T22:00:00.000Z","2024-01-12T23:00:00.000Z","5"
"2024-01-12T23:00:00.000Z","2024-01-13T00:00:00.000Z","5"
"2024-01-29T18:00:00.000Z","2024-01-29T19:00:00.000Z","6"
"2024-01-29T19:00:00.000Z","2024-01-29T20:00:00.000Z","-6.02"
"2024-02-01T09:00:00.000Z","2024-02-01T10:00:00.000Z","-6.6"
"2024-02-01T10:00:00.000Z","2024-02-01T11:00:00.000Z","-7.2"
"2024-02-01T11:00:00.000Z","2024-02-01T12:00:00.000Z","-12.3"
"2024-02-01T12:00:00.000Z","2024-02-01T13:00:00.000Z","-55"
"2024-02-01T13:00:00.000Z","2024-02-01T14:00:00.000Z","-55"
"2024-02-01T14:00:00.000Z","2024-02-01T15:00:00.000Z","-12.3"
"2024-02-01T15:00:00.000Z","2024-02-01T16:00:00.000Z","-7.2"
"2024-02-02T16:00:00.000Z","2024-02-02T17:00:00.000Z","-6.6"
"2024-02-02T17:00:00.000Z","2024-02-02T18:00:00.000Z","-10"
"2024-02-02T18:00:00.000Z","2024-02-02T19:00:00.000Z","-10"
"2024-02-02T19:00:00.000Z","2024-02-02T20:00:00.000Z","-10"
"2024-02-02T20:00:00.000Z","2024-02-02T21:00:00.000Z","-10"
"2024-02-02T21:00:00.000Z","2024-02-02T22:00:00.000Z","-10"
"2024-02-13T23:00:00.000Z","2024-02-14T00:00:00.000Z","0"
"2024-02-14T00:00:00.000Z","2024-02-14T01:00:00.000Z","0"
"2024-02-14T01:00:00.000Z","2024-02-14T02:00:00.000Z","0"
"2024-02-14T02:00:00.000Z","2024-02-14T03:00:00.000Z","0"
"2024-02-14T03:00:00.000Z","2024-02-14T04:00:00.000Z","0"
"2024-02-14T04:00:00.000Z","2024-02-14T05:00:00.000Z","0"
"2024-02-14T05:00:00.000Z","2024-02-14T06:00:00.000Z","0"
"2024-02-14T06:00:00.000Z","2024-02-14T07:00:00.000Z","0"
"2024-02-14T07:00:00.000Z","2024-02-14T08:00:00.000Z","0"
"2024-02-14T08:00:00.000Z","2024-02-14T09:00:00.000Z","0"
"2024-02-14T09:00:00.000Z","2024-02-14T10:00:00.000Z","0"
"2024-02-14T10:00:00.000Z","2024-02-14T11:00:00.000Z","0"
"2024-02-14T11:00:00.000Z","2024-02-14T12:00:00.000Z","0"
"2024-02-14T12:00:00.000Z","2024-02-14T13:00:00.000Z","0"
"2024-02-14T13:00:00.000Z","2024-02-14T14:00:00.000Z","0"
"2024-02-14T14:00:00.000Z","2024-02-14T15:00:00.000Z","0"
"2024-02-14T15:00:00.000Z","2024-02-14T16:00:00.000Z","0"
"2024-02-14T16:00:00.000Z","2024-02-14T17:00:00.000Z","0"
"2024-02-14T17:00:00.000Z","2024-02-14T18:00:00.000Z","0"
"2024-02-14T18:00:00.000Z","2024-02-14T19:00:00.000Z","0"
"2024-02-14T19:00:00.000Z","2024-02-14T20:00:00.000Z","0"
"2024-02-14T20:00:00.000Z","2024-02-14T21:00:00.000Z","0"
"2024-02-14T21:00:00.000Z","2024-02-14T22:00:00.000Z","0"
"2024-02-14T23:00:00.000Z","2024-02-15T00:00:00.000Z","0"
"2024-02-15T00:00:00.000Z","2024-02-15T01:00:00.000Z","0"
"2024-02-15T01:00:00.000Z","2024-02-15T02:00:00.000Z","0"
"2024-02-15T02:00:00.000Z","2024-02-15T03:00:00.000Z","0"
"2024-02-15T03:00:00.000Z","2024-02-15T04:00:00.000Z","0"
"2024-02-15T04:00:00.000Z","2024-02-15T05:00:00.000Z","0"
"2024-02-15T05:00:00.000Z","2024-02-15T06:00:00.000Z","0"
"2024-02-15T06:00:00.000Z","2024-02-15T07:00:00.000Z","0"
"2024-02-15T07:00:00.000Z","2024-02-15T08:00:00.000Z","0"
"2024-02-15T08:00:00.000Z","2024-02-15T09:00:00.000Z","0"
"2024-02-15T09:00:00.000Z","2024-02-15T10:00:00.000Z","0"
"2024-02-15T10:00:00.000Z","2024-02-15T11:00:00.000Z","0"
"2024-02-15T11:00:00.000Z","2024-02-15T12:00:00.000Z","0"
"2024-02-15T12:00:00.000Z","2024-02-15T13:00:00.000Z","0"
"2024-02-15T13:00:00.000Z","2024-02-15T14:00:00.000Z","0"
"2024-02-15T14:00:00.000Z","2024-02-15T15:00:00.000Z","0"
"2024-02-15T15:00:00.000Z","2024-02-15T16:00:00.000Z","0"
"2024-02-15T16:00:00.000Z","2024-02-15T17:00:00.000Z","0"
"2024-02-15T17:00:00.000Z","2024-02-15T18:00:00.000Z","0"
"2024-02-15T18:00:00.000Z","2024-02-15T19:00:00.000Z","0"
"2024-02-15T19:00:00.000Z","2024-02-15T20:00:00.000Z","0"
"2024-02-15T20:00:00.000Z","2024-02-15T21:00:00.000Z","0"
"2024-02-15T21:00:00.000Z","2024-02-15T22:00:00.000Z","0"
"2024-02-15T22:00:00.000Z","2024-02-15T23:00:00.000Z","0"
"2024-02-15T23:00:00.000Z","2024-02-16T00:00:00.000Z","0"
"2024-02-16T00:00:00.000Z","2024-02-16T01:00:00.000Z","0"
"2024-02-16T01:00:00.000Z","2024-02-16T02:00:00.000Z","0"
"2024-02-16T02:00:00.000Z","2024-02-16T03:00:00.000Z","0"
"2024-02-16T03:00:00.000Z","2024-02-16T04:00:00.000Z","0"
"2024-02-16T04:00:00.000Z","2024-02-16T05:00:00.000Z","0"
"2024-02-16T05:00:00.000Z","2024-02-16T06:00:00.000Z","0"
"2024-02-16T06:00:00.000Z","2024-02-16T07:00:00.000Z","0"
"2024-02-16T07:00:00.000Z","2024-02-16T08:00:00.000Z","0"
"2024-02-16T08:00:00.000Z","2024-02-16T09:00:00.000Z","0"
"2024-02-16T09:00:00.000Z","2024-02-16T10:00:00.000Z","0"
"2024-02-16T10:00:00.000Z","2024-02-16T11:00:00.000Z","0"
"2024-02-16T11:00:00.000Z","2024-02-16T12:00:00.000Z","0"
"2024-02-16T12:00:00.000Z","2024-02-16T13:00:00.000Z","0"
"2024-02-16T13:00:00.000Z","2024-02-16T14:00:00.000Z","0"
"2024-02-16T14:00:00.000Z","2024-02-16T15:00:00.000Z","0"
"2024-02-16T15:00:00.000Z","2024-02-16T16:00:00.000Z","0"
"2024-02-16T16:00:00.000Z","2024-02-16T17:00:00.000Z","0"
"2024-02-16T17:00:00.000Z","2024-02-16T18:00:00.000Z","0"
"2024-02-16T18:00:00.000Z","2024-02-16T19:00:00.000Z","0"
"2024-02-16T19:00:00.000Z","2024-02-16T20:00:00.000Z","0"
"2024-02-16T20:00:00.000Z","2024-02-16T21:00:00.000Z","0"
"2024-02-16T21:00:00.000Z","2024-02-16T22:00:00.000Z","0"
"2024-02-16T22:00:00.000Z","2024-02-16T23:00:00.000Z","0"
"2024-02-16T23:00:00.000Z","2024-02-17T00:00:00.000Z","0"
"2024-02-17T00:00:00.000Z","2024-02-17T01:00:00.000Z","0"
"2024-02-17T01:00:00.000Z","2024-02-17T02:00:00.000Z","0"
"2024-02-17T02:00:00.000Z","2024-02-17T03:00:00.000Z","0"
"2024-02-17T03:00:00.000Z","2024-02-17T04:00:00.000Z","0"
"2024-02-17T04:00:00.000Z","2024-02-17T05:00:00.000Z","0"
"2024-02-17T05:00:00.000Z","2024-02-17T06:00:00.000Z","0"
"2024-02-17T06:00:00.000Z","2024-02-17T07:00:00.000Z","0"
"2024-02-17T07:00:00.000Z","2024-02-17T08:00:00.000Z","0"
"2024-02-17T08:00:00.000Z","2024-02-17T09:00:00.000Z","0"
"2024-02-17T09:00:00.000Z","2024-02-17T10:00:00.000Z","0"
"2024-02-17T10:00:00.000Z","2024-02-17T11:00:00.000Z","0"
"2024-02-17T11:00:00.000Z","2024-02-17T12:00:00.000Z","0"
"2024-02-17T12:00:00.000Z","2024-02-17T13:00:00.000Z","0"
"2024-02-17T13:00:00.000Z","2024-02-17T14:00:00.000Z","0"
"2024-02-17T14:00:00.000Z","2024-02-17T15:00:00.000Z","0"
"2024-02-17T15:00:00.000Z","2024-02-17T16:00:00.000Z","0"
"2024-02-17T16:00:00.000Z","2024-02-17T17:00:00.000Z","0"
"2024-02-17T17:00:00.000Z","2024-02-17T18:00:00.000Z","0"
"2024-02-17T18:00:00.000Z","2024-02-17T19:00:00.000Z","0"
"2024-02-17T19:00:00.000Z","2024-02-17T20:00:00.000Z","-5"
"2024-02-17T20:00:00.000Z","2024-02-17T21:00:00.000Z","-5"
"2024-02-17T21:00:00.000Z","2024-02-17T22:00:00.000Z","0"
"2024-02-17T23:00:00.000Z","2024-02-18T00:00:00.000Z","0"
"2024-02-18T00:00:00.000Z","2024-02-18T01:00:00.000Z","0"
"2024-02-18T01:00:00.000Z","2024-02-18T02:00:00.000Z","-5"
"2024-02-18T02:00:00.000Z","2024-02-18T03:00:00.000Z","-5"
"2024-02-24T00:00:00.000Z","2024-02-24T01:00:00.000Z","-10"
"2024-02-24T01:00:00.000Z","2024-02-24T02:00:00.000Z","-6.6"
"2024-02-24T02:00:00.000Z","2024-02-24T03:00:00.000Z","-7.2"
"2024-02-24T03:00:00.000Z","2024-02-24T04:00:00.000Z","-6.6"
"2024-02-24T04:00:00.000Z","2024-02-24T05:00:00.000Z","-6.6"
"2024-02-24T05:00:00.000Z","2024-02-24T06:00:00.000Z","-6.6"
"2024-02-24T06:00:00.000Z","2024-02-24T07:00:00.000Z","-6.6"
"2024-02-24T07:00:00.000Z","2024-02-24T08:00:00.000Z","-6.01"
"2024-02-25T13:00:00.000Z","2024-02-25T14:00:00.000Z","-0.1"
"2024-02-25T14:00:00.000Z","2024-02-25T15:00:00.000Z","-7.2"
"2024-02-25T19:00:00.000Z","2024-02-25T20:00:00.000Z","-6.6"
"2024-02-25T20:00:00.000Z","2024-02-25T21:00:00.000Z","-7.2"
"2024-02-26T06:00:00.000Z","2024-02-26T07:00:00.000Z","25"
"2024-03-31T21:00:00.000Z","2024-03-31T22:00:00.000Z","13"
"2024-03-31T22:00:00.000Z","2024-03-31T23:00:00.000Z","-1"
"2024-04-11T10:00:00.000Z","2024-04-11T11:00:00.000Z","-10"
"2024-04-11T11:00:00.000Z","2024-04-11T12:00:00.000Z","-12.3"
"2024-04-11T12:00:00.000Z","2024-04-11T13:00:00.000Z","-10"
"2024-04-11T13:00:00.000Z","2024-04-11T14:00:00.000Z","-10"
"2024-04-22T13:00:00.000Z","2024-04-22T14:00:00.000Z","1"
"2024-04-22T14:00:00.000Z","2024-04-22T15:00:00.000Z","1"
"2024-05-10T12:00:00.000Z","2024-05-10T13:00:00.000Z","-6.6"
"2024-05-10T13:00:00.000Z","2024-05-10T14:00:00.000Z","-6.6"
"2024-05-10T14:00:00.000Z","2024-05-10T15:00:00.000Z","-6"
"2024-05-10T22:00:00.000Z","2024-05-10T23:00:00.000Z","-10"
"2024-05-11T01:00:00.000Z","2024-05-11T02:00:00.000Z","-6"
"2024-05-15T14:00:00.000Z","2024-05-15T15:00:00.000Z","-8"
"2024-05-15T15:00:00.000Z","2024-05-15T16:00:00.000Z","-21"
"2024-05-15T16:00:00.000Z","2024-05-15T17:00:00.000Z","-10"
"2024-05-17T22:00:00.000Z","2024-05-17T23:00:00.000Z","-6"
"2024-05-17T23:00:00.000Z","2024-05-18T00:00:00.000Z","-6.9"
"2024-05-18T00:00:00.000Z","2024-05-18T01:00:00.000Z","-8"
"2024-05-18T01:00:00.000Z","2024-05-18T02:00:00.000Z","-35"
"2024-05-18T02:00:00.000Z","2024-05-18T03:00:00.000Z","-45"
"2024-05-18T03:00:00.000Z","2024-05-18T04:00:00.000Z","-45"
"2024-05-18T04:00:00.000Z","2024-05-18T05:00:00.000Z","-10"
"2024-05-18T06:00:00.000Z","2024-05-18T07:00:00.000Z","-10"
"2024-05-18T07:00:00.000Z","2024-05-18T08:00:00.000Z","-50"
"2024-05-18T08:00:00.000Z","2024-05-18T09:00:00.000Z","-130"
"2024-05-18T09:00:00.000Z","2024-05-18T10:00:00.000Z","-10"
"2024-05-18T10:00:00.000Z","2024-05-18T11:00:00.000Z","-10"
"2024-05-18T11:00:00.000Z","2024-05-18T12:00:00.000Z","-10"
"2024-05-18T13:00:00.000Z","2024-05-18T14:00:00.000Z","-10"
"2024-05-18T14:00:00.000Z","2024-05-18T15:00:00.000Z","-6"
"2024-05-19T00:00:00.000Z","2024-05-19T01:00:00.000Z","-6.96"
"2024-05-19T01:00:00.000Z","2024-05-19T02:00:00.000Z","-6.9"
"2024-05-19T02:00:00.000Z","2024-05-19T03:00:00.000Z","-6"
"2024-05-19T03:00:00.000Z","2024-05-19T04:00:00.000Z","-6"
"2024-05-20T00:00:00.000Z","2024-05-20T01:00:00.000Z","0"
"2024-05-20T01:00:00.000Z","2024-05-20T02:00:00.000Z","-35"
"2024-05-24T00:00:00.000Z","2024-05-24T01:00:00.000Z","-6"
"2024-05-24T01:00:00.000Z","2024-05-24T02:00:00.000Z","-11"
"2024-05-24T02:00:00.000Z","2024-05-24T03:00:00.000Z","-6.9"
"2024-05-24T03:00:00.000Z","2024-05-24T04:00:00.000Z","-10"
"2024-05-25T22:00:00.000Z","2024-05-25T23:00:00.000Z","-20.45"
"2024-05-25T23:00:00.000Z","2024-05-26T00:00:00.000Z","-39"
"2024-05-26T00:00:00.000Z","2024-05-26T01:00:00.000Z","-50"
"2024-05-26T01:00:00.000Z","2024-05-26T02:00:00.000Z","-20.45"
"2024-06-03T11:00:00.000Z","2024-06-03T12:00:00.000Z","0"
"2024-06-03T12:00:00.000Z","2024-06-03T13:00:00.000Z","72.04"
