"Start time UTC","End time UTC","Up-regulating price in the Balancing energy market"
"2022-09-23T07:00:00.000Z","2022-09-23T08:00:00.000Z","361.97"
"2022-09-23T08:00:00.000Z","2022-09-23T09:00:00.000Z","350.92"
"2022-09-23T09:00:00.000Z","2022-09-23T10:00:00.000Z","381"
"2022-09-23T10:00:00.000Z","2022-09-23T11:00:00.000Z","351.73"
"2022-09-23T11:00:00.000Z","2022-09-23T12:00:00.000Z","351.73"
"2022-09-23T12:00:00.000Z","2022-09-23T13:00:00.000Z","317.12"
"2022-09-23T13:00:00.000Z","2022-09-23T14:00:00.000Z","314.97"
"2022-09-23T14:00:00.000Z","2022-09-23T15:00:00.000Z","283.67"
"2022-09-23T15:00:00.000Z","2022-09-23T16:00:00.000Z","271.58999"
"2022-09-23T16:00:00.000Z","2022-09-23T17:00:00.000Z","241.56"
"2022-09-23T17:00:00.000Z","2022-09-23T18:00:00.000Z","220.41999"
"2022-09-23T18:00:00.000Z","2022-09-23T19:00:00.000Z","185.43"
"2022-09-23T19:00:00.000Z","2022-09-23T20:00:00.000Z","160.19999"
"2022-09-23T20:00:00.000Z","2022-09-23T21:00:00.000Z","70.51"
"2022-09-23T21:00:00.000Z","2022-09-23T22:00:00.000Z","57.24"
"2022-09-23T22:00:00.000Z","2022-09-23T23:00:00.000Z","61.15999"
"2022-09-23T23:00:00.000Z","2022-09-24T00:00:00.000Z","59.67"
"2022-09-24T00:00:00.000Z","2022-09-24T01:00:00.000Z","60.06"
"2022-09-24T01:00:00.000Z","2022-09-24T02:00:00.000Z","60.65999"
"2022-09-24T02:00:00.000Z","2022-09-24T03:00:00.000Z","64.06999"
"2022-09-24T03:00:00.000Z","2022-09-24T04:00:00.000Z","65.68"
"2022-09-24T04:00:00.000Z","2022-09-24T05:00:00.000Z","67.12999"
"2022-09-24T05:00:00.000Z","2022-09-24T06:00:00.000Z","70.10999"
"2022-09-24T06:00:00.000Z","2022-09-24T07:00:00.000Z","175.53"
"2022-09-24T07:00:00.000Z","2022-09-24T08:00:00.000Z","238.99"
"2022-09-24T08:00:00.000Z","2022-09-24T09:00:00.000Z","254.94999"
"2022-09-24T09:00:00.000Z","2022-09-24T10:00:00.000Z","235.05"
"2022-09-24T10:00:00.000Z","2022-09-24T11:00:00.000Z","235.86"
"2022-09-24T11:00:00.000Z","2022-09-24T12:00:00.000Z","243.84"
"2022-09-24T12:00:00.000Z","2022-09-24T13:00:00.000Z","248.94999"
"2022-09-24T13:00:00.000Z","2022-09-24T14:00:00.000Z","356.67"
"2022-09-24T14:00:00.000Z","2022-09-24T15:00:00.000Z","382"
"2022-09-24T15:00:00.000Z","2022-09-24T16:00:00.000Z","382"
"2022-09-24T16:00:00.000Z","2022-09-24T17:00:00.000Z","385"
"2022-09-24T17:00:00.000Z","2022-09-24T18:00:00.000Z","407.49"
"2022-09-24T18:00:00.000Z","2022-09-24T19:00:00.000Z","3500"
"2022-09-24T19:00:00.000Z","2022-09-24T20:00:00.000Z","1000"
"2022-09-24T20:00:00.000Z","2022-09-24T21:00:00.000Z","382"
"2022-09-24T21:00:00.000Z","2022-09-24T22:00:00.000Z","312"
"2022-09-24T22:00:00.000Z","2022-09-24T23:00:00.000Z","267"
"2022-09-24T23:00:00.000Z","2022-09-25T00:00:00.000Z","332.24"
"2022-09-25T00:00:00.000Z","2022-09-25T01:00:00.000Z","332.24"
"2022-09-25T01:00:00.000Z","2022-09-25T02:00:00.000Z","356"
"2022-09-25T02:00:00.000Z","2022-09-25T03:00:00.000Z","356"
"2022-09-25T03:00:00.000Z","2022-09-25T04:00:00.000Z","356"
"2022-09-25T04:00:00.000Z","2022-09-25T05:00:00.000Z","356"
"2022-09-25T05:00:00.000Z","2022-09-25T06:00:00.000Z","356"
"2022-09-25T06:00:00.000Z","2022-09-25T07:00:00.000Z","195.21"
"2022-09-25T07:00:00.000Z","2022-09-25T08:00:00.000Z","214.31999"
"2022-09-25T08:00:00.000Z","2022-09-25T09:00:00.000Z","243.27"
"2022-09-25T09:00:00.000Z","2022-09-25T10:00:00.000Z","253.61"
"2022-09-25T10:00:00.000Z","2022-09-25T11:00:00.000Z","215.53999"
"2022-09-25T11:00:00.000Z","2022-09-25T12:00:00.000Z","227.8"
"2022-09-25T12:00:00.000Z","2022-09-25T13:00:00.000Z","206.27"
"2022-09-25T13:00:00.000Z","2022-09-25T14:00:00.000Z","213.34"
"2022-09-25T14:00:00.000Z","2022-09-25T15:00:00.000Z","229.38"
"2022-09-25T15:00:00.000Z","2022-09-25T16:00:00.000Z","368.39999"
"2022-09-25T16:00:00.000Z","2022-09-25T17:00:00.000Z","377"
"2022-09-25T17:00:00.000Z","2022-09-25T18:00:00.000Z","357.57999"
"2022-09-25T18:00:00.000Z","2022-09-25T19:00:00.000Z","368.39999"
"2022-09-25T19:00:00.000Z","2022-09-25T20:00:00.000Z","368.39999"
"2022-09-25T20:00:00.000Z","2022-09-25T21:00:00.000Z","351.79"
"2022-09-25T21:00:00.000Z","2022-09-25T22:00:00.000Z","42.90999"
"2022-09-25T22:00:00.000Z","2022-09-25T23:00:00.000Z","125.02"
"2022-09-25T23:00:00.000Z","2022-09-26T00:00:00.000Z","60.59"
"2022-09-26T00:00:00.000Z","2022-09-26T01:00:00.000Z","53.36999"
"2022-09-26T01:00:00.000Z","2022-09-26T02:00:00.000Z","56.07999"
"2022-09-26T02:00:00.000Z","2022-09-26T03:00:00.000Z","79.06999"
"2022-09-26T03:00:00.000Z","2022-09-26T04:00:00.000Z","119.98"
"2022-09-26T04:00:00.000Z","2022-09-26T05:00:00.000Z","282.54"
"2022-09-26T05:00:00.000Z","2022-09-26T06:00:00.000Z","325.88"
"2022-09-26T06:00:00.000Z","2022-09-26T07:00:00.000Z","329.99"
"2022-09-26T07:00:00.000Z","2022-09-26T08:00:00.000Z","295.49"
"2022-09-26T08:00:00.000Z","2022-09-26T09:00:00.000Z","337"
"2022-09-26T09:00:00.000Z","2022-09-26T10:00:00.000Z","307"
"2022-09-26T10:00:00.000Z","2022-09-26T11:00:00.000Z","275.75"
"2022-09-26T11:00:00.000Z","2022-09-26T12:00:00.000Z","283.92"
"2022-09-26T12:00:00.000Z","2022-09-26T13:00:00.000Z","283.97"
"2022-09-26T13:00:00.000Z","2022-09-26T14:00:00.000Z","244.53999"
"2022-09-26T14:00:00.000Z","2022-09-26T15:00:00.000Z","199.37"
"2022-09-26T15:00:00.000Z","2022-09-26T16:00:00.000Z","180.00999"
"2022-09-26T16:00:00.000Z","2022-09-26T17:00:00.000Z","187.84999"
"2022-09-26T17:00:00.000Z","2022-09-26T18:00:00.000Z","188.18"
"2022-09-26T18:00:00.000Z","2022-09-26T19:00:00.000Z","163.21"
"2022-09-26T19:00:00.000Z","2022-09-26T20:00:00.000Z","103.81"
"2022-09-26T20:00:00.000Z","2022-09-26T21:00:00.000Z","110.02"
"2022-09-26T21:00:00.000Z","2022-09-26T22:00:00.000Z","18.77"
"2022-09-26T22:00:00.000Z","2022-09-26T23:00:00.000Z","13.93"
"2022-09-26T23:00:00.000Z","2022-09-27T00:00:00.000Z","20"
"2022-09-27T00:00:00.000Z","2022-09-27T01:00:00.000Z","20"
"2022-09-27T01:00:00.000Z","2022-09-27T02:00:00.000Z","20"
"2022-09-27T02:00:00.000Z","2022-09-27T03:00:00.000Z","20"
"2022-09-27T03:00:00.000Z","2022-09-27T04:00:00.000Z","47.78"
"2022-09-27T04:00:00.000Z","2022-09-27T05:00:00.000Z","170.55"
"2022-09-27T05:00:00.000Z","2022-09-27T06:00:00.000Z","89.92"
"2022-09-27T06:00:00.000Z","2022-09-27T07:00:00.000Z","132.5"
"2022-09-27T07:00:00.000Z","2022-09-27T08:00:00.000Z","162.78"
"2022-09-27T08:00:00.000Z","2022-09-27T09:00:00.000Z","187.77"
"2022-09-27T09:00:00.000Z","2022-09-27T10:00:00.000Z","201.00999"
"2022-09-27T10:00:00.000Z","2022-09-27T11:00:00.000Z","210.00999"
"2022-09-27T11:00:00.000Z","2022-09-27T12:00:00.000Z","200.00999"
"2022-09-27T12:00:00.000Z","2022-09-27T13:00:00.000Z","214.86"
"2022-09-27T13:00:00.000Z","2022-09-27T14:00:00.000Z","200.00999"
"2022-09-27T14:00:00.000Z","2022-09-27T15:00:00.000Z","214.81999"
"2022-09-27T15:00:00.000Z","2022-09-27T16:00:00.000Z","203.91"
"2022-09-27T16:00:00.000Z","2022-09-27T17:00:00.000Z","249"
"2022-09-27T17:00:00.000Z","2022-09-27T18:00:00.000Z","260"
"2022-09-27T18:00:00.000Z","2022-09-27T19:00:00.000Z","257.89999"
"2022-09-27T19:00:00.000Z","2022-09-27T20:00:00.000Z","260"
"2022-09-27T20:00:00.000Z","2022-09-27T21:00:00.000Z","231.5"
"2022-09-27T21:00:00.000Z","2022-09-27T22:00:00.000Z","86.26"
"2022-09-27T22:00:00.000Z","2022-09-27T23:00:00.000Z","97.15"
"2022-09-27T23:00:00.000Z","2022-09-28T00:00:00.000Z","85.48"
"2022-09-28T00:00:00.000Z","2022-09-28T01:00:00.000Z","78.04"
"2022-09-28T01:00:00.000Z","2022-09-28T02:00:00.000Z","80.45"
"2022-09-28T02:00:00.000Z","2022-09-28T03:00:00.000Z","120.75"
"2022-09-28T03:00:00.000Z","2022-09-28T04:00:00.000Z","233.08"
"2022-09-28T04:00:00.000Z","2022-09-28T05:00:00.000Z","322.69999"
"2022-09-28T05:00:00.000Z","2022-09-28T06:00:00.000Z","313.36"
"2022-09-28T06:00:00.000Z","2022-09-28T07:00:00.000Z","350"
"2022-09-28T07:00:00.000Z","2022-09-28T08:00:00.000Z","373.91"
"2022-09-28T08:00:00.000Z","2022-09-28T09:00:00.000Z","358.62"
"2022-09-28T09:00:00.000Z","2022-09-28T10:00:00.000Z","381.49"
"2022-09-28T10:00:00.000Z","2022-09-28T11:00:00.000Z","361.88"
"2022-09-28T11:00:00.000Z","2022-09-28T12:00:00.000Z","349.04"
"2022-09-28T12:00:00.000Z","2022-09-28T13:00:00.000Z","321.72"
"2022-09-28T13:00:00.000Z","2022-09-28T14:00:00.000Z","356.92"
"2022-09-28T14:00:00.000Z","2022-09-28T15:00:00.000Z","346.17"
"2022-09-28T15:00:00.000Z","2022-09-28T16:00:00.000Z","303.19"
"2022-09-28T16:00:00.000Z","2022-09-28T17:00:00.000Z","369"
"2022-09-28T17:00:00.000Z","2022-09-28T18:00:00.000Z","250.56999"
"2022-09-28T18:00:00.000Z","2022-09-28T19:00:00.000Z","189.66"
"2022-09-28T19:00:00.000Z","2022-09-28T20:00:00.000Z","167.25999"
"2022-09-28T20:00:00.000Z","2022-09-28T21:00:00.000Z","119.93"
"2022-09-28T21:00:00.000Z","2022-09-28T22:00:00.000Z","60.17"
"2022-09-28T22:00:00.000Z","2022-09-28T23:00:00.000Z","50.65999"
"2022-09-28T23:00:00.000Z","2022-09-29T00:00:00.000Z","51.79999"
"2022-09-29T00:00:00.000Z","2022-09-29T01:00:00.000Z","52.93999"
"2022-09-29T01:00:00.000Z","2022-09-29T02:00:00.000Z","50.46999"
"2022-09-29T02:00:00.000Z","2022-09-29T03:00:00.000Z","56.49"
"2022-09-29T03:00:00.000Z","2022-09-29T04:00:00.000Z","176.72"
"2022-09-29T04:00:00.000Z","2022-09-29T05:00:00.000Z","238.99"
"2022-09-29T05:00:00.000Z","2022-09-29T06:00:00.000Z","323.68"
"2022-09-29T06:00:00.000Z","2022-09-29T07:00:00.000Z","329.89999"
"2022-09-29T07:00:00.000Z","2022-09-29T08:00:00.000Z","294.79"
"2022-09-29T08:00:00.000Z","2022-09-29T09:00:00.000Z","320.57999"
"2022-09-29T09:00:00.000Z","2022-09-29T10:00:00.000Z","312.12"
"2022-09-29T10:00:00.000Z","2022-09-29T11:00:00.000Z","290.93"
"2022-09-29T11:00:00.000Z","2022-09-29T12:00:00.000Z","269.66"
"2022-09-29T12:00:00.000Z","2022-09-29T13:00:00.000Z","186.28"
"2022-09-29T13:00:00.000Z","2022-09-29T14:00:00.000Z","209.96"
"2022-09-29T14:00:00.000Z","2022-09-29T15:00:00.000Z","242.84"
"2022-09-29T15:00:00.000Z","2022-09-29T16:00:00.000Z","312.50999"
"2022-09-29T16:00:00.000Z","2022-09-29T17:00:00.000Z","365.55"
"2022-09-29T17:00:00.000Z","2022-09-29T18:00:00.000Z","359.94"
"2022-09-29T18:00:00.000Z","2022-09-29T19:00:00.000Z","294.35"
"2022-09-29T19:00:00.000Z","2022-09-29T20:00:00.000Z","245.97"
"2022-09-29T20:00:00.000Z","2022-09-29T21:00:00.000Z","197.91"
"2022-09-29T21:00:00.000Z","2022-09-29T22:00:00.000Z","163.58"
"2022-09-29T22:00:00.000Z","2022-09-29T23:00:00.000Z","152.25"
"2022-09-29T23:00:00.000Z","2022-09-30T00:00:00.000Z","151.72"
"2022-09-30T00:00:00.000Z","2022-09-30T01:00:00.000Z","158.03999"
"2022-09-30T01:00:00.000Z","2022-09-30T02:00:00.000Z","172.81"
"2022-09-30T02:00:00.000Z","2022-09-30T03:00:00.000Z","213.21"
"2022-09-30T03:00:00.000Z","2022-09-30T04:00:00.000Z","329.43"
"2022-09-30T04:00:00.000Z","2022-09-30T05:00:00.000Z","434.05"
"2022-09-30T05:00:00.000Z","2022-09-30T06:00:00.000Z","524"
"2022-09-30T06:00:00.000Z","2022-09-30T07:00:00.000Z","542.29999"
"2022-09-30T07:00:00.000Z","2022-09-30T08:00:00.000Z","444.43"
"2022-09-30T08:00:00.000Z","2022-09-30T09:00:00.000Z","409.26999"
"2022-09-30T09:00:00.000Z","2022-09-30T10:00:00.000Z","342.51999"
"2022-09-30T10:00:00.000Z","2022-09-30T11:00:00.000Z","326.13"
"2022-09-30T11:00:00.000Z","2022-09-30T12:00:00.000Z","356.61"
"2022-09-30T12:00:00.000Z","2022-09-30T13:00:00.000Z","420"
"2022-09-30T13:00:00.000Z","2022-09-30T14:00:00.000Z","483.6"
"2022-09-30T14:00:00.000Z","2022-09-30T15:00:00.000Z","455.89999"
"2022-09-30T15:00:00.000Z","2022-09-30T16:00:00.000Z","455.89999"
"2022-09-30T16:00:00.000Z","2022-09-30T17:00:00.000Z","524.23"
"2022-09-30T17:00:00.000Z","2022-09-30T18:00:00.000Z","592.95"
"2022-09-30T18:00:00.000Z","2022-09-30T19:00:00.000Z","500.06999"
"2022-09-30T19:00:00.000Z","2022-09-30T20:00:00.000Z","432.29"
"2022-09-30T20:00:00.000Z","2022-09-30T21:00:00.000Z","356.47"
"2022-09-30T21:00:00.000Z","2022-09-30T22:00:00.000Z","256.49"
"2022-09-30T22:00:00.000Z","2022-09-30T23:00:00.000Z","214.27"
"2022-09-30T23:00:00.000Z","2022-10-01T00:00:00.000Z","188"
"2022-10-01T00:00:00.000Z","2022-10-01T01:00:00.000Z","189.59999"
"2022-10-01T01:00:00.000Z","2022-10-01T02:00:00.000Z","260"
"2022-10-01T02:00:00.000Z","2022-10-01T03:00:00.000Z","260"
"2022-10-01T03:00:00.000Z","2022-10-01T04:00:00.000Z","294"
"2022-10-01T04:00:00.000Z","2022-10-01T05:00:00.000Z","374.11"
"2022-10-01T05:00:00.000Z","2022-10-01T06:00:00.000Z","317.01999"
"2022-10-01T06:00:00.000Z","2022-10-01T07:00:00.000Z","337.55"
"2022-10-01T07:00:00.000Z","2022-10-01T08:00:00.000Z","346.81"
"2022-10-01T08:00:00.000Z","2022-10-01T09:00:00.000Z","326.73"
"2022-10-01T09:00:00.000Z","2022-10-01T10:00:00.000Z","317.12"
"2022-10-01T10:00:00.000Z","2022-10-01T11:00:00.000Z","283.25999"
"2022-10-01T11:00:00.000Z","2022-10-01T12:00:00.000Z","218.8"
"2022-10-01T12:00:00.000Z","2022-10-01T13:00:00.000Z","204.05"
"2022-10-01T13:00:00.000Z","2022-10-01T14:00:00.000Z","262.92"
"2022-10-01T14:00:00.000Z","2022-10-01T15:00:00.000Z","317.13999"
"2022-10-01T15:00:00.000Z","2022-10-01T16:00:00.000Z","312.54"
"2022-10-01T16:00:00.000Z","2022-10-01T17:00:00.000Z","312.44"
"2022-10-01T17:00:00.000Z","2022-10-01T18:00:00.000Z","283.42"
"2022-10-01T18:00:00.000Z","2022-10-01T19:00:00.000Z","198.65"
"2022-10-01T19:00:00.000Z","2022-10-01T20:00:00.000Z","205.77"
"2022-10-01T20:00:00.000Z","2022-10-01T21:00:00.000Z","177.03999"
"2022-10-01T21:00:00.000Z","2022-10-01T22:00:00.000Z","97.12999"
"2022-10-01T22:00:00.000Z","2022-10-01T23:00:00.000Z","71.93999"
"2022-10-01T23:00:00.000Z","2022-10-02T00:00:00.000Z","152.22999"
"2022-10-02T00:00:00.000Z","2022-10-02T01:00:00.000Z","155.00999"
"2022-10-02T01:00:00.000Z","2022-10-02T02:00:00.000Z","177.16999"
"2022-10-02T02:00:00.000Z","2022-10-02T03:00:00.000Z","122.95999"
"2022-10-02T03:00:00.000Z","2022-10-02T04:00:00.000Z","120.01"
"2022-10-02T04:00:00.000Z","2022-10-02T05:00:00.000Z","103.08"
"2022-10-02T05:00:00.000Z","2022-10-02T06:00:00.000Z","167.56"
"2022-10-02T06:00:00.000Z","2022-10-02T07:00:00.000Z","255.61"
"2022-10-02T07:00:00.000Z","2022-10-02T08:00:00.000Z","311.33999"
"2022-10-02T08:00:00.000Z","2022-10-02T09:00:00.000Z","320.41"
"2022-10-02T09:00:00.000Z","2022-10-02T10:00:00.000Z","305.18"
"2022-10-02T10:00:00.000Z","2022-10-02T11:00:00.000Z","301.51999"
"2022-10-02T11:00:00.000Z","2022-10-02T12:00:00.000Z","302.87"
"2022-10-02T12:00:00.000Z","2022-10-02T13:00:00.000Z","329.93"
"2022-10-02T13:00:00.000Z","2022-10-02T14:00:00.000Z","334.05"
"2022-10-02T14:00:00.000Z","2022-10-02T15:00:00.000Z","348.50999"
"2022-10-02T15:00:00.000Z","2022-10-02T16:00:00.000Z","445.06"
"2022-10-02T16:00:00.000Z","2022-10-02T17:00:00.000Z","500"
"2022-10-02T17:00:00.000Z","2022-10-02T18:00:00.000Z","530.66999"
"2022-10-02T18:00:00.000Z","2022-10-02T19:00:00.000Z","336.27999"
"2022-10-02T19:00:00.000Z","2022-10-02T20:00:00.000Z","244.02"
"2022-10-02T20:00:00.000Z","2022-10-02T21:00:00.000Z","181.41"
"2022-10-02T21:00:00.000Z","2022-10-02T22:00:00.000Z","161.66999"
"2022-10-02T22:00:00.000Z","2022-10-02T23:00:00.000Z","83"
"2022-10-02T23:00:00.000Z","2022-10-03T00:00:00.000Z","110"
"2022-10-03T00:00:00.000Z","2022-10-03T01:00:00.000Z","94.37999"
"2022-10-03T01:00:00.000Z","2022-10-03T02:00:00.000Z","91.29999"
"2022-10-03T02:00:00.000Z","2022-10-03T03:00:00.000Z","101.63"
"2022-10-03T03:00:00.000Z","2022-10-03T04:00:00.000Z","256.49"
"2022-10-03T04:00:00.000Z","2022-10-03T05:00:00.000Z","332.16"
"2022-10-03T05:00:00.000Z","2022-10-03T06:00:00.000Z","332.97"
"2022-10-03T06:00:00.000Z","2022-10-03T07:00:00.000Z","367.69999"
"2022-10-03T07:00:00.000Z","2022-10-03T08:00:00.000Z","340.06"
"2022-10-03T08:00:00.000Z","2022-10-03T09:00:00.000Z","281.5"
"2022-10-03T09:00:00.000Z","2022-10-03T10:00:00.000Z","328.63999"
"2022-10-03T10:00:00.000Z","2022-10-03T11:00:00.000Z","505"
"2022-10-03T11:00:00.000Z","2022-10-03T12:00:00.000Z","293.93"
"2022-10-03T12:00:00.000Z","2022-10-03T13:00:00.000Z","262.08999"
"2022-10-03T13:00:00.000Z","2022-10-03T14:00:00.000Z","259.16"
"2022-10-03T14:00:00.000Z","2022-10-03T15:00:00.000Z","228.03"
"2022-10-03T15:00:00.000Z","2022-10-03T16:00:00.000Z","322.68"
"2022-10-03T16:00:00.000Z","2022-10-03T17:00:00.000Z","384.39999"
"2022-10-03T17:00:00.000Z","2022-10-03T18:00:00.000Z","376.6"
"2022-10-03T18:00:00.000Z","2022-10-03T19:00:00.000Z","342.91"
"2022-10-03T19:00:00.000Z","2022-10-03T20:00:00.000Z","399"
"2022-10-03T20:00:00.000Z","2022-10-03T21:00:00.000Z","372"
"2022-10-03T21:00:00.000Z","2022-10-03T22:00:00.000Z","150.06999"
"2022-10-03T22:00:00.000Z","2022-10-03T23:00:00.000Z","130.88"
"2022-10-03T23:00:00.000Z","2022-10-04T00:00:00.000Z","111.53"
"2022-10-04T00:00:00.000Z","2022-10-04T01:00:00.000Z","102.22"
"2022-10-04T01:00:00.000Z","2022-10-04T02:00:00.000Z","79.93999"
"2022-10-04T02:00:00.000Z","2022-10-04T03:00:00.000Z","135.44"
"2022-10-04T03:00:00.000Z","2022-10-04T04:00:00.000Z","196.91999"
"2022-10-04T04:00:00.000Z","2022-10-04T05:00:00.000Z","238.15"
"2022-10-04T05:00:00.000Z","2022-10-04T06:00:00.000Z","282.51999"
"2022-10-04T06:00:00.000Z","2022-10-04T07:00:00.000Z","343.19999"
"2022-10-04T07:00:00.000Z","2022-10-04T08:00:00.000Z","309.48"
"2022-10-04T08:00:00.000Z","2022-10-04T09:00:00.000Z","321.8"
"2022-10-04T09:00:00.000Z","2022-10-04T10:00:00.000Z","266.5"
"2022-10-04T10:00:00.000Z","2022-10-04T11:00:00.000Z","330"
"2022-10-04T11:00:00.000Z","2022-10-04T12:00:00.000Z","294"
"2022-10-04T12:00:00.000Z","2022-10-04T13:00:00.000Z","210.75999"
"2022-10-04T13:00:00.000Z","2022-10-04T14:00:00.000Z","242.19"
"2022-10-04T14:00:00.000Z","2022-10-04T15:00:00.000Z","360"
"2022-10-04T15:00:00.000Z","2022-10-04T16:00:00.000Z","360"
"2022-10-04T16:00:00.000Z","2022-10-04T17:00:00.000Z","419.64999"
"2022-10-04T17:00:00.000Z","2022-10-04T18:00:00.000Z","510"
"2022-10-04T18:00:00.000Z","2022-10-04T19:00:00.000Z","520"
"2022-10-04T19:00:00.000Z","2022-10-04T20:00:00.000Z","279.25999"
"2022-10-04T20:00:00.000Z","2022-10-04T21:00:00.000Z","254.83"
"2022-10-04T21:00:00.000Z","2022-10-04T22:00:00.000Z","130.81"
"2022-10-04T22:00:00.000Z","2022-10-04T23:00:00.000Z","39.93"
"2022-10-04T23:00:00.000Z","2022-10-05T00:00:00.000Z","16.98"
"2022-10-05T00:00:00.000Z","2022-10-05T01:00:00.000Z","16.53999"
"2022-10-05T01:00:00.000Z","2022-10-05T02:00:00.000Z","16.92"
"2022-10-05T02:00:00.000Z","2022-10-05T03:00:00.000Z","18.84"
"2022-10-05T03:00:00.000Z","2022-10-05T04:00:00.000Z","29"
"2022-10-05T04:00:00.000Z","2022-10-05T05:00:00.000Z","109.95"
"2022-10-05T05:00:00.000Z","2022-10-05T06:00:00.000Z","62.93"
"2022-10-05T06:00:00.000Z","2022-10-05T07:00:00.000Z","71.42"
"2022-10-05T07:00:00.000Z","2022-10-05T08:00:00.000Z","73.26"
"2022-10-05T08:00:00.000Z","2022-10-05T09:00:00.000Z","76.90999"
"2022-10-05T09:00:00.000Z","2022-10-05T10:00:00.000Z","54.84"
"2022-10-05T10:00:00.000Z","2022-10-05T11:00:00.000Z","53"
"2022-10-05T11:00:00.000Z","2022-10-05T12:00:00.000Z","56"
"2022-10-05T12:00:00.000Z","2022-10-05T13:00:00.000Z","73"
"2022-10-05T13:00:00.000Z","2022-10-05T14:00:00.000Z","73"
"2022-10-05T14:00:00.000Z","2022-10-05T15:00:00.000Z","67.79999"
"2022-10-05T15:00:00.000Z","2022-10-05T16:00:00.000Z","70"
"2022-10-05T16:00:00.000Z","2022-10-05T17:00:00.000Z","82.37"
"2022-10-05T17:00:00.000Z","2022-10-05T18:00:00.000Z","51"
"2022-10-05T18:00:00.000Z","2022-10-05T19:00:00.000Z","25"
"2022-10-05T19:00:00.000Z","2022-10-05T20:00:00.000Z","4.45"
"2022-10-05T20:00:00.000Z","2022-10-05T21:00:00.000Z","0.08"
"2022-10-05T21:00:00.000Z","2022-10-05T22:00:00.000Z","-0.19"
"2022-10-05T22:00:00.000Z","2022-10-05T23:00:00.000Z","-0.39"
"2022-10-05T23:00:00.000Z","2022-10-06T00:00:00.000Z","-0.95"
"2022-10-06T00:00:00.000Z","2022-10-06T01:00:00.000Z","-0.99"
"2022-10-06T01:00:00.000Z","2022-10-06T02:00:00.000Z","-0.52"
"2022-10-06T02:00:00.000Z","2022-10-06T03:00:00.000Z","-0.09"
"2022-10-06T03:00:00.000Z","2022-10-06T04:00:00.000Z","0.58"
"2022-10-06T04:00:00.000Z","2022-10-06T05:00:00.000Z","22.42"
"2022-10-06T05:00:00.000Z","2022-10-06T06:00:00.000Z","29"
"2022-10-06T06:00:00.000Z","2022-10-06T07:00:00.000Z","30"
"2022-10-06T07:00:00.000Z","2022-10-06T08:00:00.000Z","22"
"2022-10-06T08:00:00.000Z","2022-10-06T09:00:00.000Z","11.11999"
"2022-10-06T09:00:00.000Z","2022-10-06T10:00:00.000Z","8.93999"
"2022-10-06T10:00:00.000Z","2022-10-06T11:00:00.000Z","5.67999"
"2022-10-06T11:00:00.000Z","2022-10-06T12:00:00.000Z","4.38999"
"2022-10-06T12:00:00.000Z","2022-10-06T13:00:00.000Z","3.95"
"2022-10-06T13:00:00.000Z","2022-10-06T14:00:00.000Z","4.34999"
"2022-10-06T14:00:00.000Z","2022-10-06T15:00:00.000Z","4.16"
"2022-10-06T15:00:00.000Z","2022-10-06T16:00:00.000Z","6.65"
"2022-10-06T16:00:00.000Z","2022-10-06T17:00:00.000Z","5.48"
"2022-10-06T17:00:00.000Z","2022-10-06T18:00:00.000Z","20"
"2022-10-06T18:00:00.000Z","2022-10-06T19:00:00.000Z","3.29999"
"2022-10-06T19:00:00.000Z","2022-10-06T20:00:00.000Z","1.47"
"2022-10-06T20:00:00.000Z","2022-10-06T21:00:00.000Z","0.09"
"2022-10-06T21:00:00.000Z","2022-10-06T22:00:00.000Z","-0.05"
"2022-10-06T22:00:00.000Z","2022-10-06T23:00:00.000Z","-0.92"
"2022-10-06T23:00:00.000Z","2022-10-07T00:00:00.000Z","-0.96"
"2022-10-07T00:00:00.000Z","2022-10-07T01:00:00.000Z","-0.96"
"2022-10-07T01:00:00.000Z","2022-10-07T02:00:00.000Z","-0.59"
"2022-10-07T02:00:00.000Z","2022-10-07T03:00:00.000Z","-0.05"
"2022-10-07T03:00:00.000Z","2022-10-07T04:00:00.000Z","0.81"
"2022-10-07T04:00:00.000Z","2022-10-07T05:00:00.000Z","5.95"
"2022-10-07T05:00:00.000Z","2022-10-07T06:00:00.000Z","30"
"2022-10-07T06:00:00.000Z","2022-10-07T07:00:00.000Z","30"
"2022-10-07T07:00:00.000Z","2022-10-07T08:00:00.000Z","14.94"
"2022-10-07T08:00:00.000Z","2022-10-07T09:00:00.000Z","14.91"
"2022-10-07T09:00:00.000Z","2022-10-07T10:00:00.000Z","14.52"
"2022-10-07T10:00:00.000Z","2022-10-07T11:00:00.000Z","14.06"
"2022-10-07T11:00:00.000Z","2022-10-07T12:00:00.000Z","13.74"
"2022-10-07T12:00:00.000Z","2022-10-07T13:00:00.000Z","12.08"
"2022-10-07T13:00:00.000Z","2022-10-07T14:00:00.000Z","10.52"
"2022-10-07T14:00:00.000Z","2022-10-07T15:00:00.000Z","7.58999"
"2022-10-07T15:00:00.000Z","2022-10-07T16:00:00.000Z","10.38"
"2022-10-07T16:00:00.000Z","2022-10-07T17:00:00.000Z","11.33"
"2022-10-07T17:00:00.000Z","2022-10-07T18:00:00.000Z","10.64"
"2022-10-07T18:00:00.000Z","2022-10-07T19:00:00.000Z","8.08"
"2022-10-07T19:00:00.000Z","2022-10-07T20:00:00.000Z","5.74"
