"Start time UTC","End time UTC","Automatic Frequency Restoration Reserve, price, down"
"2021-08-20T15:00:00.000Z","2021-08-20T16:00:00.000Z","47.83599"
"2021-08-20T16:00:00.000Z","2021-08-20T17:00:00.000Z","47.83599"
"2021-08-20T17:00:00.000Z","2021-08-20T18:00:00.000Z","47.863"
"2021-08-20T18:00:00.000Z","2021-08-20T19:00:00.000Z","47.798"
"2021-08-20T19:00:00.000Z","2021-08-20T20:00:00.000Z","47.88199"
"2021-08-20T20:00:00.000Z","2021-08-20T21:00:00.000Z","48.173"
"2021-08-20T21:00:00.000Z","2021-08-20T22:00:00.000Z","48.249"
"2021-08-20T22:00:00.000Z","2021-08-20T23:00:00.000Z","45.075"
"2021-08-20T23:00:00.000Z","2021-08-21T00:00:00.000Z","0"
"2021-08-21T00:00:00.000Z","2021-08-21T01:00:00.000Z","0"
"2021-08-21T01:00:00.000Z","2021-08-21T02:00:00.000Z","0"
"2021-08-21T02:00:00.000Z","2021-08-21T03:00:00.000Z","0"
"2021-08-21T03:00:00.000Z","2021-08-21T04:00:00.000Z","0"
"2021-08-21T04:00:00.000Z","2021-08-21T05:00:00.000Z","0"
"2021-08-21T05:00:00.000Z","2021-08-21T06:00:00.000Z","44.975"
"2021-08-21T06:00:00.000Z","2021-08-21T07:00:00.000Z","44.933"
"2021-08-21T07:00:00.000Z","2021-08-21T08:00:00.000Z","44.75"
"2021-08-21T08:00:00.000Z","2021-08-21T09:00:00.000Z","0"
"2021-08-21T09:00:00.000Z","2021-08-21T10:00:00.000Z","0"
"2021-08-21T10:00:00.000Z","2021-08-21T11:00:00.000Z","0"
"2021-08-21T11:00:00.000Z","2021-08-21T12:00:00.000Z","0"
"2021-08-21T12:00:00.000Z","2021-08-21T13:00:00.000Z","0"
"2021-08-21T13:00:00.000Z","2021-08-21T14:00:00.000Z","0"
"2021-08-21T14:00:00.000Z","2021-08-21T15:00:00.000Z","45.192"
"2021-08-21T15:00:00.000Z","2021-08-21T16:00:00.000Z","45.14999"
"2021-08-21T16:00:00.000Z","2021-08-21T17:00:00.000Z","45.27499"
"2021-08-21T17:00:00.000Z","2021-08-21T18:00:00.000Z","45.075"
"2021-08-21T18:00:00.000Z","2021-08-21T19:00:00.000Z","45.21699"
"2021-08-21T19:00:00.000Z","2021-08-21T20:00:00.000Z","45.21699"
"2021-08-21T20:00:00.000Z","2021-08-21T21:00:00.000Z","45.04999"
"2021-08-21T21:00:00.000Z","2021-08-21T22:00:00.000Z","45"
"2021-08-21T22:00:00.000Z","2021-08-21T23:00:00.000Z","43.64999"
"2021-08-21T23:00:00.000Z","2021-08-22T00:00:00.000Z","0"
"2021-08-22T00:00:00.000Z","2021-08-22T01:00:00.000Z","0"
"2021-08-22T01:00:00.000Z","2021-08-22T02:00:00.000Z","0"
"2021-08-22T02:00:00.000Z","2021-08-22T03:00:00.000Z","0"
"2021-08-22T03:00:00.000Z","2021-08-22T04:00:00.000Z","0"
"2021-08-22T04:00:00.000Z","2021-08-22T05:00:00.000Z","0"
"2021-08-22T05:00:00.000Z","2021-08-22T06:00:00.000Z","43.58299"
"2021-08-22T06:00:00.000Z","2021-08-22T07:00:00.000Z","43.52499"
"2021-08-22T07:00:00.000Z","2021-08-22T08:00:00.000Z","43.45"
"2021-08-22T08:00:00.000Z","2021-08-22T09:00:00.000Z","0"
"2021-08-22T09:00:00.000Z","2021-08-22T10:00:00.000Z","0"
"2021-08-22T10:00:00.000Z","2021-08-22T11:00:00.000Z","0"
"2021-08-22T11:00:00.000Z","2021-08-22T12:00:00.000Z","0"
"2021-08-22T12:00:00.000Z","2021-08-22T13:00:00.000Z","0"
"2021-08-22T13:00:00.000Z","2021-08-22T14:00:00.000Z","0"
"2021-08-22T14:00:00.000Z","2021-08-22T15:00:00.000Z","43.7"
"2021-08-22T15:00:00.000Z","2021-08-22T16:00:00.000Z","43.67499"
"2021-08-22T16:00:00.000Z","2021-08-22T17:00:00.000Z","43.75"
"2021-08-22T17:00:00.000Z","2021-08-22T18:00:00.000Z","43.64999"
"2021-08-22T18:00:00.000Z","2021-08-22T19:00:00.000Z","43.7"
"2021-08-22T19:00:00.000Z","2021-08-22T20:00:00.000Z","43.73299"
"2021-08-22T20:00:00.000Z","2021-08-22T21:00:00.000Z","43.633"
"2021-08-22T21:00:00.000Z","2021-08-22T22:00:00.000Z","43.6"
"2021-08-22T22:00:00.000Z","2021-08-22T23:00:00.000Z","43.85"
"2021-08-22T23:00:00.000Z","2021-08-23T00:00:00.000Z","0"
"2021-08-23T00:00:00.000Z","2021-08-23T01:00:00.000Z","0"
"2021-08-23T01:00:00.000Z","2021-08-23T02:00:00.000Z","0"
"2021-08-23T02:00:00.000Z","2021-08-23T03:00:00.000Z","0"
"2021-08-23T03:00:00.000Z","2021-08-23T04:00:00.000Z","44.375"
"2021-08-23T04:00:00.000Z","2021-08-23T05:00:00.000Z","44.41899"
"2021-08-23T05:00:00.000Z","2021-08-23T06:00:00.000Z","44.744"
"2021-08-23T06:00:00.000Z","2021-08-23T07:00:00.000Z","44.39999"
"2021-08-23T07:00:00.000Z","2021-08-23T08:00:00.000Z","43.85799"
"2021-08-23T08:00:00.000Z","2021-08-23T09:00:00.000Z","43.95"
"2021-08-23T09:00:00.000Z","2021-08-23T10:00:00.000Z","0"
"2021-08-23T10:00:00.000Z","2021-08-23T11:00:00.000Z","0"
"2021-08-23T11:00:00.000Z","2021-08-23T12:00:00.000Z","43.817"
"2021-08-23T12:00:00.000Z","2021-08-23T13:00:00.000Z","43.89999"
"2021-08-23T13:00:00.000Z","2021-08-23T14:00:00.000Z","43.883"
"2021-08-23T14:00:00.000Z","2021-08-23T15:00:00.000Z","43.95"
"2021-08-23T15:00:00.000Z","2021-08-23T16:00:00.000Z","43.92499"
"2021-08-23T16:00:00.000Z","2021-08-23T17:00:00.000Z","44"
"2021-08-23T17:00:00.000Z","2021-08-23T18:00:00.000Z","43.89999"
"2021-08-23T18:00:00.000Z","2021-08-23T19:00:00.000Z","43.95"
"2021-08-23T19:00:00.000Z","2021-08-23T20:00:00.000Z","43.98299"
"2021-08-23T20:00:00.000Z","2021-08-23T21:00:00.000Z","43.817"
"2021-08-23T21:00:00.000Z","2021-08-23T22:00:00.000Z","43.792"
"2021-08-23T22:00:00.000Z","2021-08-23T23:00:00.000Z","43.36699"
"2021-08-23T23:00:00.000Z","2021-08-24T00:00:00.000Z","0"
"2021-08-24T00:00:00.000Z","2021-08-24T01:00:00.000Z","0"
"2021-08-24T01:00:00.000Z","2021-08-24T02:00:00.000Z","0"
"2021-08-24T02:00:00.000Z","2021-08-24T03:00:00.000Z","0"
"2021-08-24T03:00:00.000Z","2021-08-24T04:00:00.000Z","43.869"
"2021-08-24T04:00:00.000Z","2021-08-24T05:00:00.000Z","44.76299"
"2021-08-24T05:00:00.000Z","2021-08-24T06:00:00.000Z","44.875"
"2021-08-24T06:00:00.000Z","2021-08-24T07:00:00.000Z","44.28699"
"2021-08-24T07:00:00.000Z","2021-08-24T08:00:00.000Z","42.85799"
"2021-08-24T08:00:00.000Z","2021-08-24T09:00:00.000Z","42.89999"
"2021-08-24T09:00:00.000Z","2021-08-24T10:00:00.000Z","0"
"2021-08-24T10:00:00.000Z","2021-08-24T11:00:00.000Z","0"
"2021-08-24T11:00:00.000Z","2021-08-24T12:00:00.000Z","42.39999"
"2021-08-24T12:00:00.000Z","2021-08-24T13:00:00.000Z","42.442"
"2021-08-24T13:00:00.000Z","2021-08-24T14:00:00.000Z","42.43999"
"2021-08-24T14:00:00.000Z","2021-08-24T15:00:00.000Z","42.488"
"2021-08-24T15:00:00.000Z","2021-08-24T16:00:00.000Z","42.44299"
"2021-08-24T16:00:00.000Z","2021-08-24T17:00:00.000Z","42.49199"
"2021-08-24T17:00:00.000Z","2021-08-24T18:00:00.000Z","42.442"
"2021-08-24T18:00:00.000Z","2021-08-24T19:00:00.000Z","45.194"
"2021-08-24T19:00:00.000Z","2021-08-24T20:00:00.000Z","43.47299"
"2021-08-24T20:00:00.000Z","2021-08-24T21:00:00.000Z","43.185"
"2021-08-24T21:00:00.000Z","2021-08-24T22:00:00.000Z","43.316"
"2021-08-24T22:00:00.000Z","2021-08-24T23:00:00.000Z","43.808"
"2021-08-24T23:00:00.000Z","2021-08-25T00:00:00.000Z","0"
"2021-08-25T00:00:00.000Z","2021-08-25T01:00:00.000Z","0"
"2021-08-25T01:00:00.000Z","2021-08-25T02:00:00.000Z","0"
"2021-08-25T02:00:00.000Z","2021-08-25T03:00:00.000Z","0"
"2021-08-25T03:00:00.000Z","2021-08-25T04:00:00.000Z","44.05599"
"2021-08-25T04:00:00.000Z","2021-08-25T05:00:00.000Z","49.91499"
"2021-08-25T05:00:00.000Z","2021-08-25T06:00:00.000Z","48.192"
"2021-08-25T06:00:00.000Z","2021-08-25T07:00:00.000Z","48.82099"
"2021-08-25T07:00:00.000Z","2021-08-25T08:00:00.000Z","44.965"
"2021-08-25T08:00:00.000Z","2021-08-25T09:00:00.000Z","44.947"
"2021-08-25T09:00:00.000Z","2021-08-25T10:00:00.000Z","0"
"2021-08-25T10:00:00.000Z","2021-08-25T11:00:00.000Z","0"
"2021-08-25T11:00:00.000Z","2021-08-25T12:00:00.000Z","44.448"
"2021-08-25T12:00:00.000Z","2021-08-25T13:00:00.000Z","44.468"
"2021-08-25T13:00:00.000Z","2021-08-25T14:00:00.000Z","44.468"
"2021-08-25T14:00:00.000Z","2021-08-25T15:00:00.000Z","44.481"
"2021-08-25T15:00:00.000Z","2021-08-25T16:00:00.000Z","43.959"
"2021-08-25T16:00:00.000Z","2021-08-25T17:00:00.000Z","43.24799"
"2021-08-25T17:00:00.000Z","2021-08-25T18:00:00.000Z","43.398"
"2021-08-25T18:00:00.000Z","2021-08-25T19:00:00.000Z","46.09"
"2021-08-25T19:00:00.000Z","2021-08-25T20:00:00.000Z","43.567"
"2021-08-25T20:00:00.000Z","2021-08-25T21:00:00.000Z","42.95"
"2021-08-25T21:00:00.000Z","2021-08-25T22:00:00.000Z","43.017"
"2021-08-25T22:00:00.000Z","2021-08-25T23:00:00.000Z","42.85"
"2021-08-25T23:00:00.000Z","2021-08-26T00:00:00.000Z","0"
"2021-08-26T00:00:00.000Z","2021-08-26T01:00:00.000Z","0"
"2021-08-26T01:00:00.000Z","2021-08-26T02:00:00.000Z","0"
"2021-08-26T02:00:00.000Z","2021-08-26T03:00:00.000Z","0"
"2021-08-26T03:00:00.000Z","2021-08-26T04:00:00.000Z","43.941"
"2021-08-26T04:00:00.000Z","2021-08-26T05:00:00.000Z","49.50999"
"2021-08-26T05:00:00.000Z","2021-08-26T06:00:00.000Z","49.389"
"2021-08-26T06:00:00.000Z","2021-08-26T07:00:00.000Z","49.29999"
"2021-08-26T07:00:00.000Z","2021-08-26T08:00:00.000Z","49.142"
"2021-08-26T08:00:00.000Z","2021-08-26T09:00:00.000Z","47.633"
"2021-08-26T09:00:00.000Z","2021-08-26T10:00:00.000Z","0"
"2021-08-26T10:00:00.000Z","2021-08-26T11:00:00.000Z","0"
"2021-08-26T11:00:00.000Z","2021-08-26T12:00:00.000Z","47.817"
"2021-08-26T12:00:00.000Z","2021-08-26T13:00:00.000Z","47.60499"
"2021-08-26T13:00:00.000Z","2021-08-26T14:00:00.000Z","47.07999"
"2021-08-26T14:00:00.000Z","2021-08-26T15:00:00.000Z","47.02499"
"2021-08-26T15:00:00.000Z","2021-08-26T16:00:00.000Z","47.753"
"2021-08-26T16:00:00.000Z","2021-08-26T17:00:00.000Z","47.738"
"2021-08-26T17:00:00.000Z","2021-08-26T18:00:00.000Z","47.756"
"2021-08-26T18:00:00.000Z","2021-08-26T19:00:00.000Z","46.718"
"2021-08-26T19:00:00.000Z","2021-08-26T20:00:00.000Z","43.603"
"2021-08-26T20:00:00.000Z","2021-08-26T21:00:00.000Z","42.95799"
"2021-08-26T21:00:00.000Z","2021-08-26T22:00:00.000Z","42.917"
"2021-08-26T22:00:00.000Z","2021-08-26T23:00:00.000Z","42.23299"
"2021-08-26T23:00:00.000Z","2021-08-27T00:00:00.000Z","0"
"2021-08-27T00:00:00.000Z","2021-08-27T01:00:00.000Z","0"
"2021-08-27T01:00:00.000Z","2021-08-27T02:00:00.000Z","0"
"2021-08-27T02:00:00.000Z","2021-08-27T03:00:00.000Z","0"
"2021-08-27T03:00:00.000Z","2021-08-27T04:00:00.000Z","42.95"
"2021-08-27T04:00:00.000Z","2021-08-27T05:00:00.000Z","49.1"
"2021-08-27T05:00:00.000Z","2021-08-27T06:00:00.000Z","49.29999"
"2021-08-27T06:00:00.000Z","2021-08-27T07:00:00.000Z","49.93999"
"2021-08-27T07:00:00.000Z","2021-08-27T08:00:00.000Z","49.557"
"2021-08-27T08:00:00.000Z","2021-08-27T09:00:00.000Z","49.6"
"2021-08-27T09:00:00.000Z","2021-08-27T10:00:00.000Z","0"
"2021-08-27T10:00:00.000Z","2021-08-27T11:00:00.000Z","0"
"2021-08-27T11:00:00.000Z","2021-08-27T12:00:00.000Z","49.84"
"2021-08-27T12:00:00.000Z","2021-08-27T13:00:00.000Z","49.88"
"2021-08-27T13:00:00.000Z","2021-08-27T14:00:00.000Z","49.88"
"2021-08-27T14:00:00.000Z","2021-08-27T15:00:00.000Z","49.64699"
"2021-08-27T15:00:00.000Z","2021-08-27T16:00:00.000Z","49.774"
"2021-08-27T16:00:00.000Z","2021-08-27T17:00:00.000Z","49.555"
"2021-08-27T17:00:00.000Z","2021-08-27T18:00:00.000Z","49.776"
"2021-08-27T18:00:00.000Z","2021-08-27T19:00:00.000Z","49.972"
"2021-08-27T19:00:00.000Z","2021-08-27T20:00:00.000Z","44.95799"
"2021-08-27T20:00:00.000Z","2021-08-27T21:00:00.000Z","44.17199"
"2021-08-27T21:00:00.000Z","2021-08-27T22:00:00.000Z","44.12299"
"2021-08-27T22:00:00.000Z","2021-08-27T23:00:00.000Z","43.79999"
"2021-08-27T23:00:00.000Z","2021-08-28T00:00:00.000Z","0"
"2021-08-28T00:00:00.000Z","2021-08-28T01:00:00.000Z","0"
"2021-08-28T01:00:00.000Z","2021-08-28T02:00:00.000Z","0"
"2021-08-28T02:00:00.000Z","2021-08-28T03:00:00.000Z","0"
"2021-08-28T03:00:00.000Z","2021-08-28T04:00:00.000Z","0"
"2021-08-28T04:00:00.000Z","2021-08-28T05:00:00.000Z","0"
"2021-08-28T05:00:00.000Z","2021-08-28T06:00:00.000Z","43.74199"
"2021-08-28T06:00:00.000Z","2021-08-28T07:00:00.000Z","43.67499"
"2021-08-28T07:00:00.000Z","2021-08-28T08:00:00.000Z","43.73299"
"2021-08-28T08:00:00.000Z","2021-08-28T09:00:00.000Z","0"
"2021-08-28T09:00:00.000Z","2021-08-28T10:00:00.000Z","0"
"2021-08-28T10:00:00.000Z","2021-08-28T11:00:00.000Z","0"
"2021-08-28T11:00:00.000Z","2021-08-28T12:00:00.000Z","0"
"2021-08-28T12:00:00.000Z","2021-08-28T13:00:00.000Z","0"
"2021-08-28T13:00:00.000Z","2021-08-28T14:00:00.000Z","0"
"2021-08-28T14:00:00.000Z","2021-08-28T15:00:00.000Z","44.59199"
"2021-08-28T15:00:00.000Z","2021-08-28T16:00:00.000Z","44.558"
"2021-08-28T16:00:00.000Z","2021-08-28T17:00:00.000Z","44.61699"
"2021-08-28T17:00:00.000Z","2021-08-28T18:00:00.000Z","44.533"
"2021-08-28T18:00:00.000Z","2021-08-28T19:00:00.000Z","44.5"
"2021-08-28T19:00:00.000Z","2021-08-28T20:00:00.000Z","44.942"
"2021-08-28T20:00:00.000Z","2021-08-28T21:00:00.000Z","44.35799"
"2021-08-28T21:00:00.000Z","2021-08-28T22:00:00.000Z","43.017"
"2021-08-28T22:00:00.000Z","2021-08-28T23:00:00.000Z","42.683"
"2021-08-28T23:00:00.000Z","2021-08-29T00:00:00.000Z","0"
"2021-08-29T00:00:00.000Z","2021-08-29T01:00:00.000Z","0"
"2021-08-29T01:00:00.000Z","2021-08-29T02:00:00.000Z","0"
"2021-08-29T02:00:00.000Z","2021-08-29T03:00:00.000Z","0"
"2021-08-29T03:00:00.000Z","2021-08-29T04:00:00.000Z","0"
"2021-08-29T04:00:00.000Z","2021-08-29T05:00:00.000Z","0"
"2021-08-29T05:00:00.000Z","2021-08-29T06:00:00.000Z","42.92799"
"2021-08-29T06:00:00.000Z","2021-08-29T07:00:00.000Z","42.88199"
"2021-08-29T07:00:00.000Z","2021-08-29T08:00:00.000Z","42.91899"
"2021-08-29T08:00:00.000Z","2021-08-29T09:00:00.000Z","0"
"2021-08-29T09:00:00.000Z","2021-08-29T10:00:00.000Z","0"
"2021-08-29T10:00:00.000Z","2021-08-29T11:00:00.000Z","0"
"2021-08-29T11:00:00.000Z","2021-08-29T12:00:00.000Z","0"
"2021-08-29T12:00:00.000Z","2021-08-29T13:00:00.000Z","0"
"2021-08-29T13:00:00.000Z","2021-08-29T14:00:00.000Z","0"
"2021-08-29T14:00:00.000Z","2021-08-29T15:00:00.000Z","43.73299"
"2021-08-29T15:00:00.000Z","2021-08-29T16:00:00.000Z","43.713"
"2021-08-29T16:00:00.000Z","2021-08-29T17:00:00.000Z","43.743"
"2021-08-29T17:00:00.000Z","2021-08-29T18:00:00.000Z","43.703"
"2021-08-29T18:00:00.000Z","2021-08-29T19:00:00.000Z","43.61699"
"2021-08-29T19:00:00.000Z","2021-08-29T20:00:00.000Z","43.90299"
"2021-08-29T20:00:00.000Z","2021-08-29T21:00:00.000Z","43.185"
"2021-08-29T21:00:00.000Z","2021-08-29T22:00:00.000Z","42.57699"
"2021-08-29T22:00:00.000Z","2021-08-29T23:00:00.000Z","44.715"
"2021-08-29T23:00:00.000Z","2021-08-30T00:00:00.000Z","0"
"2021-08-30T00:00:00.000Z","2021-08-30T01:00:00.000Z","0"
"2021-08-30T01:00:00.000Z","2021-08-30T02:00:00.000Z","0"
"2021-08-30T02:00:00.000Z","2021-08-30T03:00:00.000Z","0"
"2021-08-30T03:00:00.000Z","2021-08-30T04:00:00.000Z","48.593"
"2021-08-30T04:00:00.000Z","2021-08-30T05:00:00.000Z","49.68"
"2021-08-30T05:00:00.000Z","2021-08-30T06:00:00.000Z","49.933"
"2021-08-30T06:00:00.000Z","2021-08-30T07:00:00.000Z","49.933"
"2021-08-30T07:00:00.000Z","2021-08-30T08:00:00.000Z","49.933"
"2021-08-30T08:00:00.000Z","2021-08-30T09:00:00.000Z","49.933"
"2021-08-30T09:00:00.000Z","2021-08-30T10:00:00.000Z","0"
"2021-08-30T10:00:00.000Z","2021-08-30T11:00:00.000Z","0"
"2021-08-30T11:00:00.000Z","2021-08-30T12:00:00.000Z","49.65999"
"2021-08-30T12:00:00.000Z","2021-08-30T13:00:00.000Z","49.65999"
"2021-08-30T13:00:00.000Z","2021-08-30T14:00:00.000Z","49.65999"
"2021-08-30T14:00:00.000Z","2021-08-30T15:00:00.000Z","49.65999"
"2021-08-30T15:00:00.000Z","2021-08-30T16:00:00.000Z","49.65999"
"2021-08-30T16:00:00.000Z","2021-08-30T17:00:00.000Z","49.65999"
"2021-08-30T17:00:00.000Z","2021-08-30T18:00:00.000Z","49.65999"
"2021-08-30T18:00:00.000Z","2021-08-30T19:00:00.000Z","49.65999"
"2021-08-30T19:00:00.000Z","2021-08-30T20:00:00.000Z","48.86699"
"2021-08-30T20:00:00.000Z","2021-08-30T21:00:00.000Z","47.08299"
"2021-08-30T21:00:00.000Z","2021-08-30T22:00:00.000Z","46.97299"
"2021-08-30T22:00:00.000Z","2021-08-30T23:00:00.000Z","46.683"
"2021-08-30T23:00:00.000Z","2021-08-31T00:00:00.000Z","0"
"2021-08-31T00:00:00.000Z","2021-08-31T01:00:00.000Z","0"
"2021-08-31T01:00:00.000Z","2021-08-31T02:00:00.000Z","0"
"2021-08-31T02:00:00.000Z","2021-08-31T03:00:00.000Z","0"
"2021-08-31T03:00:00.000Z","2021-08-31T04:00:00.000Z","49.689"
"2021-08-31T04:00:00.000Z","2021-08-31T05:00:00.000Z","49.683"
"2021-08-31T05:00:00.000Z","2021-08-31T06:00:00.000Z","49.80899"
"2021-08-31T06:00:00.000Z","2021-08-31T07:00:00.000Z","49.683"
"2021-08-31T07:00:00.000Z","2021-08-31T08:00:00.000Z","49.683"
"2021-08-31T08:00:00.000Z","2021-08-31T09:00:00.000Z","49.683"
"2021-08-31T09:00:00.000Z","2021-08-31T10:00:00.000Z","0"
"2021-08-31T10:00:00.000Z","2021-08-31T11:00:00.000Z","0"
"2021-08-31T11:00:00.000Z","2021-08-31T12:00:00.000Z","48.738"
"2021-08-31T12:00:00.000Z","2021-08-31T13:00:00.000Z","49.808"
"2021-08-31T13:00:00.000Z","2021-08-31T14:00:00.000Z","49.808"
"2021-08-31T14:00:00.000Z","2021-08-31T15:00:00.000Z","49.404"
"2021-08-31T15:00:00.000Z","2021-08-31T16:00:00.000Z","48.738"
"2021-08-31T16:00:00.000Z","2021-08-31T17:00:00.000Z","48.738"
"2021-08-31T17:00:00.000Z","2021-08-31T18:00:00.000Z","49.404"
"2021-08-31T18:00:00.000Z","2021-08-31T19:00:00.000Z","49.91899"
"2021-08-31T19:00:00.000Z","2021-08-31T20:00:00.000Z","48.935"
"2021-08-31T20:00:00.000Z","2021-08-31T21:00:00.000Z","48.68099"
"2021-08-31T21:00:00.000Z","2021-08-31T22:00:00.000Z","49.634"
"2021-08-31T22:00:00.000Z","2021-08-31T23:00:00.000Z","47.16899"
"2021-08-31T23:00:00.000Z","2021-09-01T00:00:00.000Z","0"
"2021-09-01T00:00:00.000Z","2021-09-01T01:00:00.000Z","0"
"2021-09-01T01:00:00.000Z","2021-09-01T02:00:00.000Z","0"
"2021-09-01T02:00:00.000Z","2021-09-01T03:00:00.000Z","0"
"2021-09-01T03:00:00.000Z","2021-09-01T04:00:00.000Z","49.69899"
"2021-09-01T04:00:00.000Z","2021-09-01T05:00:00.000Z","49.688"
"2021-09-01T05:00:00.000Z","2021-09-01T06:00:00.000Z","49.7"
"2021-09-01T06:00:00.000Z","2021-09-01T07:00:00.000Z","49.85699"
"2021-09-01T07:00:00.000Z","2021-09-01T08:00:00.000Z","49.85699"
"2021-09-01T08:00:00.000Z","2021-09-01T09:00:00.000Z","49.85699"
"2021-09-01T09:00:00.000Z","2021-09-01T10:00:00.000Z","0"
"2021-09-01T10:00:00.000Z","2021-09-01T11:00:00.000Z","0"
"2021-09-01T11:00:00.000Z","2021-09-01T12:00:00.000Z","49.10099"
"2021-09-01T12:00:00.000Z","2021-09-01T13:00:00.000Z","49.914"
"2021-09-01T13:00:00.000Z","2021-09-01T14:00:00.000Z","49.914"
"2021-09-01T14:00:00.000Z","2021-09-01T15:00:00.000Z","48.819"
"2021-09-01T15:00:00.000Z","2021-09-01T16:00:00.000Z","48.75"
"2021-09-01T16:00:00.000Z","2021-09-01T17:00:00.000Z","48.75"
"2021-09-01T17:00:00.000Z","2021-09-01T18:00:00.000Z","49.58299"
"2021-09-01T18:00:00.000Z","2021-09-01T19:00:00.000Z","49.91899"
"2021-09-01T19:00:00.000Z","2021-09-01T20:00:00.000Z","49.41899"
"2021-09-01T20:00:00.000Z","2021-09-01T21:00:00.000Z","49.713"
"2021-09-01T21:00:00.000Z","2021-09-01T22:00:00.000Z","49.75"
"2021-09-01T22:00:00.000Z","2021-09-01T23:00:00.000Z","48.442"
"2021-09-01T23:00:00.000Z","2021-09-02T00:00:00.000Z","0"
"2021-09-02T00:00:00.000Z","2021-09-02T01:00:00.000Z","0"
"2021-09-02T01:00:00.000Z","2021-09-02T02:00:00.000Z","0"
"2021-09-02T02:00:00.000Z","2021-09-02T03:00:00.000Z","0"
"2021-09-02T03:00:00.000Z","2021-09-02T04:00:00.000Z","49.88"
"2021-09-02T04:00:00.000Z","2021-09-02T05:00:00.000Z","49.94599"
"2021-09-02T05:00:00.000Z","2021-09-02T06:00:00.000Z","49.737"
"2021-09-02T06:00:00.000Z","2021-09-02T07:00:00.000Z","49.70799"
"2021-09-02T07:00:00.000Z","2021-09-02T08:00:00.000Z","49.70799"
"2021-09-02T08:00:00.000Z","2021-09-02T09:00:00.000Z","49.447"
"2021-09-02T09:00:00.000Z","2021-09-02T10:00:00.000Z","0"
"2021-09-02T10:00:00.000Z","2021-09-02T11:00:00.000Z","0"
"2021-09-02T11:00:00.000Z","2021-09-02T12:00:00.000Z","49.60799"
"2021-09-02T12:00:00.000Z","2021-09-02T13:00:00.000Z","48.77499"
"2021-09-02T13:00:00.000Z","2021-09-02T14:00:00.000Z","48.77499"
"2021-09-02T14:00:00.000Z","2021-09-02T15:00:00.000Z","48.77499"
"2021-09-02T15:00:00.000Z","2021-09-02T16:00:00.000Z","48.77499"
"2021-09-02T16:00:00.000Z","2021-09-02T17:00:00.000Z","48.77499"
"2021-09-02T17:00:00.000Z","2021-09-02T18:00:00.000Z","49.60799"
"2021-09-02T18:00:00.000Z","2021-09-02T19:00:00.000Z","49.60799"
"2021-09-02T19:00:00.000Z","2021-09-02T20:00:00.000Z","49.755"
"2021-09-02T20:00:00.000Z","2021-09-02T21:00:00.000Z","49.86999"
"2021-09-02T21:00:00.000Z","2021-09-02T22:00:00.000Z","49.917"
"2021-09-02T22:00:00.000Z","2021-09-02T23:00:00.000Z","46.35"
"2021-09-02T23:00:00.000Z","2021-09-03T00:00:00.000Z","0"
"2021-09-03T00:00:00.000Z","2021-09-03T01:00:00.000Z","0"
"2021-09-03T01:00:00.000Z","2021-09-03T02:00:00.000Z","0"
"2021-09-03T02:00:00.000Z","2021-09-03T03:00:00.000Z","0"
"2021-09-03T03:00:00.000Z","2021-09-03T04:00:00.000Z","49.54399"
"2021-09-03T04:00:00.000Z","2021-09-03T05:00:00.000Z","49.957"
"2021-09-03T05:00:00.000Z","2021-09-03T06:00:00.000Z","49.975"
"2021-09-03T06:00:00.000Z","2021-09-03T07:00:00.000Z","49.74799"
"2021-09-03T07:00:00.000Z","2021-09-03T08:00:00.000Z","49.811"
"2021-09-03T08:00:00.000Z","2021-09-03T09:00:00.000Z","49.975"
"2021-09-03T09:00:00.000Z","2021-09-03T10:00:00.000Z","0"
"2021-09-03T10:00:00.000Z","2021-09-03T11:00:00.000Z","0"
"2021-09-03T11:00:00.000Z","2021-09-03T12:00:00.000Z","49.755"
"2021-09-03T12:00:00.000Z","2021-09-03T13:00:00.000Z","48.417"
"2021-09-03T13:00:00.000Z","2021-09-03T14:00:00.000Z","48.28"
"2021-09-03T14:00:00.000Z","2021-09-03T15:00:00.000Z","49.673"
"2021-09-03T15:00:00.000Z","2021-09-03T16:00:00.000Z","49.673"
"2021-09-03T16:00:00.000Z","2021-09-03T17:00:00.000Z","49.673"
"2021-09-03T17:00:00.000Z","2021-09-03T18:00:00.000Z","49.048"
"2021-09-03T18:00:00.000Z","2021-09-03T19:00:00.000Z","47.895"
"2021-09-03T19:00:00.000Z","2021-09-03T20:00:00.000Z","47.895"
"2021-09-03T20:00:00.000Z","2021-09-03T21:00:00.000Z","48.07"
"2021-09-03T21:00:00.000Z","2021-09-03T22:00:00.000Z","49.917"
"2021-09-03T22:00:00.000Z","2021-09-03T23:00:00.000Z","41.575"
"2021-09-03T23:00:00.000Z","2021-09-04T00:00:00.000Z","0"
"2021-09-04T00:00:00.000Z","2021-09-04T01:00:00.000Z","0"
"2021-09-04T01:00:00.000Z","2021-09-04T02:00:00.000Z","0"
"2021-09-04T02:00:00.000Z","2021-09-04T03:00:00.000Z","0"
"2021-09-04T03:00:00.000Z","2021-09-04T04:00:00.000Z","0"
"2021-09-04T04:00:00.000Z","2021-09-04T05:00:00.000Z","0"
"2021-09-04T05:00:00.000Z","2021-09-04T06:00:00.000Z","45.725"
"2021-09-04T06:00:00.000Z","2021-09-04T07:00:00.000Z","45.825"
