"Start time UTC","End time UTC","Automatic Frequency Restoration Reserve, price, up"
"2021-02-21T23:00:00.000Z","2021-02-22T00:00:00.000Z","32.84799"
"2021-02-22T00:00:00.000Z","2021-02-22T01:00:00.000Z","0"
"2021-02-22T01:00:00.000Z","2021-02-22T02:00:00.000Z","0"
"2021-02-22T02:00:00.000Z","2021-02-22T03:00:00.000Z","0"
"2021-02-22T03:00:00.000Z","2021-02-22T04:00:00.000Z","0"
"2021-02-22T04:00:00.000Z","2021-02-22T05:00:00.000Z","44.01299"
"2021-02-22T05:00:00.000Z","2021-02-22T06:00:00.000Z","43.57399"
"2021-02-22T06:00:00.000Z","2021-02-22T07:00:00.000Z","48.744"
"2021-02-22T07:00:00.000Z","2021-02-22T08:00:00.000Z","49.01299"
"2021-02-22T08:00:00.000Z","2021-02-22T09:00:00.000Z","0"
"2021-02-22T09:00:00.000Z","2021-02-22T10:00:00.000Z","0"
"2021-02-22T10:00:00.000Z","2021-02-22T11:00:00.000Z","0"
"2021-02-22T11:00:00.000Z","2021-02-22T12:00:00.000Z","0"
"2021-02-22T12:00:00.000Z","2021-02-22T13:00:00.000Z","43.993"
"2021-02-22T13:00:00.000Z","2021-02-22T14:00:00.000Z","43.47099"
"2021-02-22T14:00:00.000Z","2021-02-22T15:00:00.000Z","43.558"
"2021-02-22T15:00:00.000Z","2021-02-22T16:00:00.000Z","45.49799"
"2021-02-22T16:00:00.000Z","2021-02-22T17:00:00.000Z","47.889"
"2021-02-22T17:00:00.000Z","2021-02-22T18:00:00.000Z","49.74799"
"2021-02-22T18:00:00.000Z","2021-02-22T19:00:00.000Z","44.238"
"2021-02-22T19:00:00.000Z","2021-02-22T20:00:00.000Z","41.066"
"2021-02-22T20:00:00.000Z","2021-02-22T21:00:00.000Z","40.71099"
"2021-02-22T21:00:00.000Z","2021-02-22T22:00:00.000Z","36.423"
"2021-02-22T22:00:00.000Z","2021-02-22T23:00:00.000Z","32.456"
"2021-02-22T23:00:00.000Z","2021-02-23T00:00:00.000Z","32.904"
"2021-02-23T00:00:00.000Z","2021-02-23T01:00:00.000Z","0"
"2021-02-23T01:00:00.000Z","2021-02-23T02:00:00.000Z","0"
"2021-02-23T02:00:00.000Z","2021-02-23T03:00:00.000Z","0"
"2021-02-23T03:00:00.000Z","2021-02-23T04:00:00.000Z","0"
"2021-02-23T04:00:00.000Z","2021-02-23T05:00:00.000Z","47.28199"
"2021-02-23T05:00:00.000Z","2021-02-23T06:00:00.000Z","46.893"
"2021-02-23T06:00:00.000Z","2021-02-23T07:00:00.000Z","49.953"
"2021-02-23T07:00:00.000Z","2021-02-23T08:00:00.000Z","48.62599"
"2021-02-23T08:00:00.000Z","2021-02-23T09:00:00.000Z","0"
"2021-02-23T09:00:00.000Z","2021-02-23T10:00:00.000Z","0"
"2021-02-23T10:00:00.000Z","2021-02-23T11:00:00.000Z","0"
"2021-02-23T11:00:00.000Z","2021-02-23T12:00:00.000Z","0"
"2021-02-23T12:00:00.000Z","2021-02-23T13:00:00.000Z","46.524"
"2021-02-23T13:00:00.000Z","2021-02-23T14:00:00.000Z","46.80599"
"2021-02-23T14:00:00.000Z","2021-02-23T15:00:00.000Z","45.85199"
"2021-02-23T15:00:00.000Z","2021-02-23T16:00:00.000Z","46.54999"
"2021-02-23T16:00:00.000Z","2021-02-23T17:00:00.000Z","48.075"
"2021-02-23T17:00:00.000Z","2021-02-23T18:00:00.000Z","48.17499"
"2021-02-23T18:00:00.000Z","2021-02-23T19:00:00.000Z","44.875"
"2021-02-23T19:00:00.000Z","2021-02-23T20:00:00.000Z","42.13499"
"2021-02-23T20:00:00.000Z","2021-02-23T21:00:00.000Z","42.22599"
"2021-02-23T21:00:00.000Z","2021-02-23T22:00:00.000Z","35.018"
"2021-02-23T22:00:00.000Z","2021-02-23T23:00:00.000Z","31.992"
"2021-02-23T23:00:00.000Z","2021-02-24T00:00:00.000Z","33.817"
"2021-02-24T00:00:00.000Z","2021-02-24T01:00:00.000Z","0"
"2021-02-24T01:00:00.000Z","2021-02-24T02:00:00.000Z","0"
"2021-02-24T02:00:00.000Z","2021-02-24T03:00:00.000Z","0"
"2021-02-24T03:00:00.000Z","2021-02-24T04:00:00.000Z","0"
"2021-02-24T04:00:00.000Z","2021-02-24T05:00:00.000Z","48.075"
"2021-02-24T05:00:00.000Z","2021-02-24T06:00:00.000Z","48.881"
"2021-02-24T06:00:00.000Z","2021-02-24T07:00:00.000Z","49.42099"
"2021-02-24T07:00:00.000Z","2021-02-24T08:00:00.000Z","49.953"
"2021-02-24T08:00:00.000Z","2021-02-24T09:00:00.000Z","0"
"2021-02-24T09:00:00.000Z","2021-02-24T10:00:00.000Z","0"
"2021-02-24T10:00:00.000Z","2021-02-24T11:00:00.000Z","0"
"2021-02-24T11:00:00.000Z","2021-02-24T12:00:00.000Z","0"
"2021-02-24T12:00:00.000Z","2021-02-24T13:00:00.000Z","46.002"
"2021-02-24T13:00:00.000Z","2021-02-24T14:00:00.000Z","45.701"
"2021-02-24T14:00:00.000Z","2021-02-24T15:00:00.000Z","45.07099"
"2021-02-24T15:00:00.000Z","2021-02-24T16:00:00.000Z","46.58299"
"2021-02-24T16:00:00.000Z","2021-02-24T17:00:00.000Z","47.20799"
"2021-02-24T17:00:00.000Z","2021-02-24T18:00:00.000Z","46.84199"
"2021-02-24T18:00:00.000Z","2021-02-24T19:00:00.000Z","44.04299"
"2021-02-24T19:00:00.000Z","2021-02-24T20:00:00.000Z","42.317"
"2021-02-24T20:00:00.000Z","2021-02-24T21:00:00.000Z","41.98299"
"2021-02-24T21:00:00.000Z","2021-02-24T22:00:00.000Z","35.875"
"2021-02-24T22:00:00.000Z","2021-02-24T23:00:00.000Z","33.85"
"2021-02-24T23:00:00.000Z","2021-02-25T00:00:00.000Z","31.875"
"2021-02-25T00:00:00.000Z","2021-02-25T01:00:00.000Z","0"
"2021-02-25T01:00:00.000Z","2021-02-25T02:00:00.000Z","0"
"2021-02-25T02:00:00.000Z","2021-02-25T03:00:00.000Z","0"
"2021-02-25T03:00:00.000Z","2021-02-25T04:00:00.000Z","0"
"2021-02-25T04:00:00.000Z","2021-02-25T05:00:00.000Z","42.874"
"2021-02-25T05:00:00.000Z","2021-02-25T06:00:00.000Z","46.1"
"2021-02-25T06:00:00.000Z","2021-02-25T07:00:00.000Z","47.41899"
"2021-02-25T07:00:00.000Z","2021-02-25T08:00:00.000Z","46.488"
"2021-02-25T08:00:00.000Z","2021-02-25T09:00:00.000Z","0"
"2021-02-25T09:00:00.000Z","2021-02-25T10:00:00.000Z","0"
"2021-02-25T10:00:00.000Z","2021-02-25T11:00:00.000Z","0"
"2021-02-25T11:00:00.000Z","2021-02-25T12:00:00.000Z","0"
"2021-02-25T12:00:00.000Z","2021-02-25T13:00:00.000Z","44.462"
"2021-02-25T13:00:00.000Z","2021-02-25T14:00:00.000Z","44.508"
"2021-02-25T14:00:00.000Z","2021-02-25T15:00:00.000Z","42.633"
"2021-02-25T15:00:00.000Z","2021-02-25T16:00:00.000Z","44.59799"
"2021-02-25T16:00:00.000Z","2021-02-25T17:00:00.000Z","44.051"
"2021-02-25T17:00:00.000Z","2021-02-25T18:00:00.000Z","44.02799"
"2021-02-25T18:00:00.000Z","2021-02-25T19:00:00.000Z","42.95"
"2021-02-25T19:00:00.000Z","2021-02-25T20:00:00.000Z","42.777"
"2021-02-25T20:00:00.000Z","2021-02-25T21:00:00.000Z","42.158"
"2021-02-25T21:00:00.000Z","2021-02-25T22:00:00.000Z","36.975"
"2021-02-25T22:00:00.000Z","2021-02-25T23:00:00.000Z","35.85"
"2021-02-25T23:00:00.000Z","2021-02-26T00:00:00.000Z","31.57"
"2021-02-26T00:00:00.000Z","2021-02-26T01:00:00.000Z","0"
"2021-02-26T01:00:00.000Z","2021-02-26T02:00:00.000Z","0"
"2021-02-26T02:00:00.000Z","2021-02-26T03:00:00.000Z","0"
"2021-02-26T03:00:00.000Z","2021-02-26T04:00:00.000Z","0"
"2021-02-26T04:00:00.000Z","2021-02-26T05:00:00.000Z","43.15999"
"2021-02-26T05:00:00.000Z","2021-02-26T06:00:00.000Z","46.17799"
"2021-02-26T06:00:00.000Z","2021-02-26T07:00:00.000Z","48.09599"
"2021-02-26T07:00:00.000Z","2021-02-26T08:00:00.000Z","49.878"
"2021-02-26T08:00:00.000Z","2021-02-26T09:00:00.000Z","0"
"2021-02-26T09:00:00.000Z","2021-02-26T10:00:00.000Z","0"
"2021-02-26T10:00:00.000Z","2021-02-26T11:00:00.000Z","0"
"2021-02-26T11:00:00.000Z","2021-02-26T12:00:00.000Z","0"
"2021-02-26T12:00:00.000Z","2021-02-26T13:00:00.000Z","41.49799"
"2021-02-26T13:00:00.000Z","2021-02-26T14:00:00.000Z","41.47299"
"2021-02-26T14:00:00.000Z","2021-02-26T15:00:00.000Z","41.695"
"2021-02-26T15:00:00.000Z","2021-02-26T16:00:00.000Z","42.28799"
"2021-02-26T16:00:00.000Z","2021-02-26T17:00:00.000Z","41.478"
"2021-02-26T17:00:00.000Z","2021-02-26T18:00:00.000Z","41.837"
"2021-02-26T18:00:00.000Z","2021-02-26T19:00:00.000Z","41.249"
"2021-02-26T19:00:00.000Z","2021-02-26T20:00:00.000Z","39.325"
"2021-02-26T20:00:00.000Z","2021-02-26T21:00:00.000Z","36.725"
"2021-02-26T21:00:00.000Z","2021-02-26T22:00:00.000Z","35.37299"
"2021-02-26T22:00:00.000Z","2021-02-26T23:00:00.000Z","34.75699"
"2021-02-26T23:00:00.000Z","2021-02-27T00:00:00.000Z","30.25"
"2021-02-27T00:00:00.000Z","2021-02-27T01:00:00.000Z","0"
"2021-02-27T01:00:00.000Z","2021-02-27T02:00:00.000Z","0"
"2021-02-27T02:00:00.000Z","2021-02-27T03:00:00.000Z","0"
"2021-02-27T03:00:00.000Z","2021-02-27T04:00:00.000Z","0"
"2021-02-27T04:00:00.000Z","2021-02-27T05:00:00.000Z","29.98"
"2021-02-27T05:00:00.000Z","2021-02-27T06:00:00.000Z","29.98"
"2021-02-27T06:00:00.000Z","2021-02-27T07:00:00.000Z","39.20799"
"2021-02-27T07:00:00.000Z","2021-02-27T08:00:00.000Z","40.433"
"2021-02-27T08:00:00.000Z","2021-02-27T09:00:00.000Z","40.45"
"2021-02-27T09:00:00.000Z","2021-02-27T10:00:00.000Z","0"
"2021-02-27T10:00:00.000Z","2021-02-27T11:00:00.000Z","0"
"2021-02-27T11:00:00.000Z","2021-02-27T12:00:00.000Z","0"
"2021-02-27T12:00:00.000Z","2021-02-27T13:00:00.000Z","0"
"2021-02-27T13:00:00.000Z","2021-02-27T14:00:00.000Z","0"
"2021-02-27T14:00:00.000Z","2021-02-27T15:00:00.000Z","0"
"2021-02-27T15:00:00.000Z","2021-02-27T16:00:00.000Z","35.517"
"2021-02-27T16:00:00.000Z","2021-02-27T17:00:00.000Z","35.517"
"2021-02-27T17:00:00.000Z","2021-02-27T18:00:00.000Z","35.46699"
"2021-02-27T18:00:00.000Z","2021-02-27T19:00:00.000Z","33.575"
"2021-02-27T19:00:00.000Z","2021-02-27T20:00:00.000Z","33.41899"
"2021-02-27T20:00:00.000Z","2021-02-27T21:00:00.000Z","32.612"
"2021-02-27T21:00:00.000Z","2021-02-27T22:00:00.000Z","31.78699"
"2021-02-27T22:00:00.000Z","2021-02-27T23:00:00.000Z","29.55"
"2021-02-27T23:00:00.000Z","2021-02-28T00:00:00.000Z","30.654"
"2021-02-28T00:00:00.000Z","2021-02-28T01:00:00.000Z","0"
"2021-02-28T01:00:00.000Z","2021-02-28T02:00:00.000Z","0"
"2021-02-28T02:00:00.000Z","2021-02-28T03:00:00.000Z","0"
"2021-02-28T03:00:00.000Z","2021-02-28T04:00:00.000Z","0"
"2021-02-28T04:00:00.000Z","2021-02-28T05:00:00.000Z","0"
"2021-02-28T05:00:00.000Z","2021-02-28T06:00:00.000Z","0"
"2021-02-28T06:00:00.000Z","2021-02-28T07:00:00.000Z","34.45"
"2021-02-28T07:00:00.000Z","2021-02-28T08:00:00.000Z","37.844"
"2021-02-28T08:00:00.000Z","2021-02-28T09:00:00.000Z","40.13799"
"2021-02-28T09:00:00.000Z","2021-02-28T10:00:00.000Z","0"
"2021-02-28T10:00:00.000Z","2021-02-28T11:00:00.000Z","0"
"2021-02-28T11:00:00.000Z","2021-02-28T12:00:00.000Z","0"
"2021-02-28T12:00:00.000Z","2021-02-28T13:00:00.000Z","0"
"2021-02-28T13:00:00.000Z","2021-02-28T14:00:00.000Z","0"
"2021-02-28T14:00:00.000Z","2021-02-28T15:00:00.000Z","0"
"2021-02-28T15:00:00.000Z","2021-02-28T16:00:00.000Z","34.268"
"2021-02-28T16:00:00.000Z","2021-02-28T17:00:00.000Z","34.585"
"2021-02-28T17:00:00.000Z","2021-02-28T18:00:00.000Z","34.106"
"2021-02-28T18:00:00.000Z","2021-02-28T19:00:00.000Z","32.548"
"2021-02-28T19:00:00.000Z","2021-02-28T20:00:00.000Z","32.45199"
"2021-02-28T20:00:00.000Z","2021-02-28T21:00:00.000Z","32.936"
"2021-02-28T21:00:00.000Z","2021-02-28T22:00:00.000Z","33.08599"
"2021-02-28T22:00:00.000Z","2021-02-28T23:00:00.000Z","29.80399"
"2021-02-28T23:00:00.000Z","2021-03-01T00:00:00.000Z","31.07"
"2021-03-01T00:00:00.000Z","2021-03-01T01:00:00.000Z","0"
"2021-03-01T01:00:00.000Z","2021-03-01T02:00:00.000Z","0"
"2021-03-01T02:00:00.000Z","2021-03-01T03:00:00.000Z","0"
"2021-03-01T03:00:00.000Z","2021-03-01T04:00:00.000Z","0"
"2021-03-01T04:00:00.000Z","2021-03-01T05:00:00.000Z","41.02"
"2021-03-01T05:00:00.000Z","2021-03-01T06:00:00.000Z","41.92499"
"2021-03-01T06:00:00.000Z","2021-03-01T07:00:00.000Z","43.606"
"2021-03-01T07:00:00.000Z","2021-03-01T08:00:00.000Z","44.96399"
"2021-03-01T08:00:00.000Z","2021-03-01T09:00:00.000Z","0"
"2021-03-01T09:00:00.000Z","2021-03-01T10:00:00.000Z","0"
"2021-03-01T10:00:00.000Z","2021-03-01T11:00:00.000Z","0"
"2021-03-01T11:00:00.000Z","2021-03-01T12:00:00.000Z","0"
"2021-03-01T12:00:00.000Z","2021-03-01T13:00:00.000Z","39.343"
"2021-03-01T13:00:00.000Z","2021-03-01T14:00:00.000Z","39.25699"
"2021-03-01T14:00:00.000Z","2021-03-01T15:00:00.000Z","39.17399"
"2021-03-01T15:00:00.000Z","2021-03-01T16:00:00.000Z","39.59899"
"2021-03-01T16:00:00.000Z","2021-03-01T17:00:00.000Z","40.493"
"2021-03-01T17:00:00.000Z","2021-03-01T18:00:00.000Z","40.548"
"2021-03-01T18:00:00.000Z","2021-03-01T19:00:00.000Z","39.807"
"2021-03-01T19:00:00.000Z","2021-03-01T20:00:00.000Z","39.44299"
"2021-03-01T20:00:00.000Z","2021-03-01T21:00:00.000Z","39.908"
"2021-03-01T21:00:00.000Z","2021-03-01T22:00:00.000Z","37.95199"
"2021-03-01T22:00:00.000Z","2021-03-01T23:00:00.000Z","32.491"
"2021-03-01T23:00:00.000Z","2021-03-02T00:00:00.000Z","30.125"
"2021-03-02T00:00:00.000Z","2021-03-02T01:00:00.000Z","0"
"2021-03-02T01:00:00.000Z","2021-03-02T02:00:00.000Z","0"
"2021-03-02T02:00:00.000Z","2021-03-02T03:00:00.000Z","0"
"2021-03-02T03:00:00.000Z","2021-03-02T04:00:00.000Z","0"
"2021-03-02T04:00:00.000Z","2021-03-02T05:00:00.000Z","42.878"
"2021-03-02T05:00:00.000Z","2021-03-02T06:00:00.000Z","43.09"
"2021-03-02T06:00:00.000Z","2021-03-02T07:00:00.000Z","44.956"
"2021-03-02T07:00:00.000Z","2021-03-02T08:00:00.000Z","47.238"
"2021-03-02T08:00:00.000Z","2021-03-02T09:00:00.000Z","0"
"2021-03-02T09:00:00.000Z","2021-03-02T10:00:00.000Z","0"
"2021-03-02T10:00:00.000Z","2021-03-02T11:00:00.000Z","0"
"2021-03-02T11:00:00.000Z","2021-03-02T12:00:00.000Z","0"
"2021-03-02T12:00:00.000Z","2021-03-02T13:00:00.000Z","39.64"
"2021-03-02T13:00:00.000Z","2021-03-02T14:00:00.000Z","39.585"
"2021-03-02T14:00:00.000Z","2021-03-02T15:00:00.000Z","39.512"
"2021-03-02T15:00:00.000Z","2021-03-02T16:00:00.000Z","39.5"
"2021-03-02T16:00:00.000Z","2021-03-02T17:00:00.000Z","39.66499"
"2021-03-02T17:00:00.000Z","2021-03-02T18:00:00.000Z","41.14999"
"2021-03-02T18:00:00.000Z","2021-03-02T19:00:00.000Z","39.356"
"2021-03-02T19:00:00.000Z","2021-03-02T20:00:00.000Z","39.08899"
"2021-03-02T20:00:00.000Z","2021-03-02T21:00:00.000Z","39.268"
"2021-03-02T21:00:00.000Z","2021-03-02T22:00:00.000Z","37.408"
"2021-03-02T22:00:00.000Z","2021-03-02T23:00:00.000Z","35.273"
"2021-03-02T23:00:00.000Z","2021-03-03T00:00:00.000Z","30.167"
"2021-03-03T00:00:00.000Z","2021-03-03T01:00:00.000Z","0"
"2021-03-03T01:00:00.000Z","2021-03-03T02:00:00.000Z","0"
"2021-03-03T02:00:00.000Z","2021-03-03T03:00:00.000Z","0"
"2021-03-03T03:00:00.000Z","2021-03-03T04:00:00.000Z","0"
"2021-03-03T04:00:00.000Z","2021-03-03T05:00:00.000Z","43.28499"
"2021-03-03T05:00:00.000Z","2021-03-03T06:00:00.000Z","43.374"
"2021-03-03T06:00:00.000Z","2021-03-03T07:00:00.000Z","45.363"
"2021-03-03T07:00:00.000Z","2021-03-03T08:00:00.000Z","47.475"
"2021-03-03T08:00:00.000Z","2021-03-03T09:00:00.000Z","0"
"2021-03-03T09:00:00.000Z","2021-03-03T10:00:00.000Z","0"
"2021-03-03T10:00:00.000Z","2021-03-03T11:00:00.000Z","0"
"2021-03-03T11:00:00.000Z","2021-03-03T12:00:00.000Z","0"
"2021-03-03T12:00:00.000Z","2021-03-03T13:00:00.000Z","39.86699"
"2021-03-03T13:00:00.000Z","2021-03-03T14:00:00.000Z","39.50699"
"2021-03-03T14:00:00.000Z","2021-03-03T15:00:00.000Z","39.86699"
"2021-03-03T15:00:00.000Z","2021-03-03T16:00:00.000Z","38.90699"
"2021-03-03T16:00:00.000Z","2021-03-03T17:00:00.000Z","40.317"
"2021-03-03T17:00:00.000Z","2021-03-03T18:00:00.000Z","41.317"
"2021-03-03T18:00:00.000Z","2021-03-03T19:00:00.000Z","38.674"
"2021-03-03T19:00:00.000Z","2021-03-03T20:00:00.000Z","38.658"
"2021-03-03T20:00:00.000Z","2021-03-03T21:00:00.000Z","38.97899"
"2021-03-03T21:00:00.000Z","2021-03-03T22:00:00.000Z","39.66199"
"2021-03-03T22:00:00.000Z","2021-03-03T23:00:00.000Z","39.167"
"2021-03-03T23:00:00.000Z","2021-03-04T00:00:00.000Z","30.567"
"2021-03-04T00:00:00.000Z","2021-03-04T01:00:00.000Z","0"
"2021-03-04T01:00:00.000Z","2021-03-04T02:00:00.000Z","0"
"2021-03-04T02:00:00.000Z","2021-03-04T03:00:00.000Z","0"
"2021-03-04T03:00:00.000Z","2021-03-04T04:00:00.000Z","0"
"2021-03-04T04:00:00.000Z","2021-03-04T05:00:00.000Z","43.81799"
"2021-03-04T05:00:00.000Z","2021-03-04T06:00:00.000Z","44.011"
"2021-03-04T06:00:00.000Z","2021-03-04T07:00:00.000Z","45.965"
"2021-03-04T07:00:00.000Z","2021-03-04T08:00:00.000Z","48.92499"
"2021-03-04T08:00:00.000Z","2021-03-04T09:00:00.000Z","0"
"2021-03-04T09:00:00.000Z","2021-03-04T10:00:00.000Z","0"
"2021-03-04T10:00:00.000Z","2021-03-04T11:00:00.000Z","0"
"2021-03-04T11:00:00.000Z","2021-03-04T12:00:00.000Z","0"
"2021-03-04T12:00:00.000Z","2021-03-04T13:00:00.000Z","40.79999"
"2021-03-04T13:00:00.000Z","2021-03-04T14:00:00.000Z","40.71699"
"2021-03-04T14:00:00.000Z","2021-03-04T15:00:00.000Z","40.79999"
"2021-03-04T15:00:00.000Z","2021-03-04T16:00:00.000Z","40.79999"
"2021-03-04T16:00:00.000Z","2021-03-04T17:00:00.000Z","42.317"
"2021-03-04T17:00:00.000Z","2021-03-04T18:00:00.000Z","42.317"
"2021-03-04T18:00:00.000Z","2021-03-04T19:00:00.000Z","40.091"
"2021-03-04T19:00:00.000Z","2021-03-04T20:00:00.000Z","39.96699"
"2021-03-04T20:00:00.000Z","2021-03-04T21:00:00.000Z","40.335"
"2021-03-04T21:00:00.000Z","2021-03-04T22:00:00.000Z","40.338"
"2021-03-04T22:00:00.000Z","2021-03-04T23:00:00.000Z","39.71699"
"2021-03-04T23:00:00.000Z","2021-03-05T00:00:00.000Z","31.19999"
"2021-03-05T00:00:00.000Z","2021-03-05T01:00:00.000Z","0"
"2021-03-05T01:00:00.000Z","2021-03-05T02:00:00.000Z","0"
"2021-03-05T02:00:00.000Z","2021-03-05T03:00:00.000Z","0"
"2021-03-05T03:00:00.000Z","2021-03-05T04:00:00.000Z","0"
"2021-03-05T04:00:00.000Z","2021-03-05T05:00:00.000Z","47.47999"
"2021-03-05T05:00:00.000Z","2021-03-05T06:00:00.000Z","47.719"
"2021-03-05T06:00:00.000Z","2021-03-05T07:00:00.000Z","49.73599"
"2021-03-05T07:00:00.000Z","2021-03-05T08:00:00.000Z","48.46"
"2021-03-05T08:00:00.000Z","2021-03-05T09:00:00.000Z","0"
"2021-03-05T09:00:00.000Z","2021-03-05T10:00:00.000Z","0"
"2021-03-05T10:00:00.000Z","2021-03-05T11:00:00.000Z","0"
"2021-03-05T11:00:00.000Z","2021-03-05T12:00:00.000Z","0"
"2021-03-05T12:00:00.000Z","2021-03-05T13:00:00.000Z","48.1"
"2021-03-05T13:00:00.000Z","2021-03-05T14:00:00.000Z","44.017"
"2021-03-05T14:00:00.000Z","2021-03-05T15:00:00.000Z","46.98299"
"2021-03-05T15:00:00.000Z","2021-03-05T16:00:00.000Z","45.52499"
"2021-03-05T16:00:00.000Z","2021-03-05T17:00:00.000Z","47.84199"
"2021-03-05T17:00:00.000Z","2021-03-05T18:00:00.000Z","48.558"
"2021-03-05T18:00:00.000Z","2021-03-05T19:00:00.000Z","46.591"
"2021-03-05T19:00:00.000Z","2021-03-05T20:00:00.000Z","40.78199"
"2021-03-05T20:00:00.000Z","2021-03-05T21:00:00.000Z","41.667"
"2021-03-05T21:00:00.000Z","2021-03-05T22:00:00.000Z","41.667"
"2021-03-05T22:00:00.000Z","2021-03-05T23:00:00.000Z","40.25"
"2021-03-05T23:00:00.000Z","2021-03-06T00:00:00.000Z","31.19999"
"2021-03-06T00:00:00.000Z","2021-03-06T01:00:00.000Z","0"
"2021-03-06T01:00:00.000Z","2021-03-06T02:00:00.000Z","0"
"2021-03-06T02:00:00.000Z","2021-03-06T03:00:00.000Z","0"
"2021-03-06T03:00:00.000Z","2021-03-06T04:00:00.000Z","0"
"2021-03-06T04:00:00.000Z","2021-03-06T05:00:00.000Z","0"
"2021-03-06T05:00:00.000Z","2021-03-06T06:00:00.000Z","0"
"2021-03-06T06:00:00.000Z","2021-03-06T07:00:00.000Z","34.02499"
"2021-03-06T07:00:00.000Z","2021-03-06T08:00:00.000Z","34.02499"
"2021-03-06T08:00:00.000Z","2021-03-06T09:00:00.000Z","34.02499"
"2021-03-06T09:00:00.000Z","2021-03-06T10:00:00.000Z","0"
"2021-03-06T10:00:00.000Z","2021-03-06T11:00:00.000Z","0"
"2021-03-06T11:00:00.000Z","2021-03-06T12:00:00.000Z","0"
"2021-03-06T12:00:00.000Z","2021-03-06T13:00:00.000Z","0"
"2021-03-06T13:00:00.000Z","2021-03-06T14:00:00.000Z","0"
"2021-03-06T14:00:00.000Z","2021-03-06T15:00:00.000Z","0"
"2021-03-06T15:00:00.000Z","2021-03-06T16:00:00.000Z","34.77499"
"2021-03-06T16:00:00.000Z","2021-03-06T17:00:00.000Z","34.77499"
"2021-03-06T17:00:00.000Z","2021-03-06T18:00:00.000Z","34.77499"
"2021-03-06T18:00:00.000Z","2021-03-06T19:00:00.000Z","34.158"
"2021-03-06T19:00:00.000Z","2021-03-06T20:00:00.000Z","34.02499"
"2021-03-06T20:00:00.000Z","2021-03-06T21:00:00.000Z","34.02499"
"2021-03-06T21:00:00.000Z","2021-03-06T22:00:00.000Z","34.02499"
"2021-03-06T22:00:00.000Z","2021-03-06T23:00:00.000Z","34.02499"
"2021-03-06T23:00:00.000Z","2021-03-07T00:00:00.000Z","30.867"
"2021-03-07T00:00:00.000Z","2021-03-07T01:00:00.000Z","0"
"2021-03-07T01:00:00.000Z","2021-03-07T02:00:00.000Z","0"
"2021-03-07T02:00:00.000Z","2021-03-07T03:00:00.000Z","0"
"2021-03-07T03:00:00.000Z","2021-03-07T04:00:00.000Z","0"
"2021-03-07T04:00:00.000Z","2021-03-07T05:00:00.000Z","0"
"2021-03-07T05:00:00.000Z","2021-03-07T06:00:00.000Z","0"
"2021-03-07T06:00:00.000Z","2021-03-07T07:00:00.000Z","31.085"
"2021-03-07T07:00:00.000Z","2021-03-07T08:00:00.000Z","31.085"
"2021-03-07T08:00:00.000Z","2021-03-07T09:00:00.000Z","31.085"
"2021-03-07T09:00:00.000Z","2021-03-07T10:00:00.000Z","0"
"2021-03-07T10:00:00.000Z","2021-03-07T11:00:00.000Z","0"
"2021-03-07T11:00:00.000Z","2021-03-07T12:00:00.000Z","0"
"2021-03-07T12:00:00.000Z","2021-03-07T13:00:00.000Z","0"
"2021-03-07T13:00:00.000Z","2021-03-07T14:00:00.000Z","0"
"2021-03-07T14:00:00.000Z","2021-03-07T15:00:00.000Z","0"
"2021-03-07T15:00:00.000Z","2021-03-07T16:00:00.000Z","31.442"
"2021-03-07T16:00:00.000Z","2021-03-07T17:00:00.000Z","36.84199"
"2021-03-07T17:00:00.000Z","2021-03-07T18:00:00.000Z","36.508"
"2021-03-07T18:00:00.000Z","2021-03-07T19:00:00.000Z","36.508"
"2021-03-07T19:00:00.000Z","2021-03-07T20:00:00.000Z","36.508"
"2021-03-07T20:00:00.000Z","2021-03-07T21:00:00.000Z","36.508"
"2021-03-07T21:00:00.000Z","2021-03-07T22:00:00.000Z","36.42499"
"2021-03-07T22:00:00.000Z","2021-03-07T23:00:00.000Z","34.008"
"2021-03-07T23:00:00.000Z","2021-03-08T00:00:00.000Z","31.742"
"2021-03-08T00:00:00.000Z","2021-03-08T01:00:00.000Z","0"
"2021-03-08T01:00:00.000Z","2021-03-08T02:00:00.000Z","0"
"2021-03-08T02:00:00.000Z","2021-03-08T03:00:00.000Z","0"
"2021-03-08T03:00:00.000Z","2021-03-08T04:00:00.000Z","0"
"2021-03-08T04:00:00.000Z","2021-03-08T05:00:00.000Z","49.40699"
"2021-03-08T05:00:00.000Z","2021-03-08T06:00:00.000Z","48.79299"
"2021-03-08T06:00:00.000Z","2021-03-08T07:00:00.000Z","48.01299"
"2021-03-08T07:00:00.000Z","2021-03-08T08:00:00.000Z","48.238"
"2021-03-08T08:00:00.000Z","2021-03-08T09:00:00.000Z","0"
"2021-03-08T09:00:00.000Z","2021-03-08T10:00:00.000Z","0"
"2021-03-08T10:00:00.000Z","2021-03-08T11:00:00.000Z","0"
"2021-03-08T11:00:00.000Z","2021-03-08T12:00:00.000Z","0"
"2021-03-08T12:00:00.000Z","2021-03-08T13:00:00.000Z","40.045"
"2021-03-08T13:00:00.000Z","2021-03-08T14:00:00.000Z","39.28199"
"2021-03-08T14:00:00.000Z","2021-03-08T15:00:00.000Z","40.182"
"2021-03-08T15:00:00.000Z","2021-03-08T16:00:00.000Z","41.39999"
