"Start time UTC","End time UTC","Price of the last activated up-regulation bid - real time data"
"2021-07-30T15:00:00.000Z","2021-07-30T16:00:00.000Z","125"
"2021-07-31T13:00:00.000Z","2021-07-31T14:00:00.000Z","79"
"2021-07-31T14:00:00.000Z","2021-07-31T15:00:00.000Z","79"
"2021-07-31T16:00:00.000Z","2021-07-31T17:00:00.000Z","80"
"2021-07-31T20:00:00.000Z","2021-07-31T21:00:00.000Z","100"
"2021-08-02T06:00:00.000Z","2021-08-02T07:00:00.000Z","121"
"2021-08-02T07:00:00.000Z","2021-08-02T08:00:00.000Z","121"
"2021-08-02T08:00:00.000Z","2021-08-02T09:00:00.000Z","119"
"2021-08-02T13:00:00.000Z","2021-08-02T14:00:00.000Z","119"
"2021-08-02T14:00:00.000Z","2021-08-02T15:00:00.000Z","125"
"2021-08-02T15:00:00.000Z","2021-08-02T16:00:00.000Z","125"
"2021-08-02T16:00:00.000Z","2021-08-02T17:00:00.000Z","125"
"2021-08-04T05:00:00.000Z","2021-08-04T06:00:00.000Z","105"
"2021-08-04T06:00:00.000Z","2021-08-04T07:00:00.000Z","100"
"2021-08-04T07:00:00.000Z","2021-08-04T08:00:00.000Z","119"
"2021-08-04T08:00:00.000Z","2021-08-04T09:00:00.000Z","123.52"
"2021-08-05T18:00:00.000Z","2021-08-05T19:00:00.000Z","105"
"2021-08-05T19:00:00.000Z","2021-08-05T20:00:00.000Z","120"
"2021-08-05T20:00:00.000Z","2021-08-05T21:00:00.000Z","120"
"2021-08-05T21:00:00.000Z","2021-08-05T22:00:00.000Z","86"
"2021-08-06T04:00:00.000Z","2021-08-06T05:00:00.000Z","129"
"2021-08-06T05:00:00.000Z","2021-08-06T06:00:00.000Z","108"
"2021-08-06T16:00:00.000Z","2021-08-06T17:00:00.000Z","108"
"2021-08-06T17:00:00.000Z","2021-08-06T18:00:00.000Z","120"
"2021-08-06T18:00:00.000Z","2021-08-06T19:00:00.000Z","92"
"2021-08-06T19:00:00.000Z","2021-08-06T20:00:00.000Z","87"
"2021-08-13T04:00:00.000Z","2021-08-13T05:00:00.000Z","98"
"2021-08-13T05:00:00.000Z","2021-08-13T06:00:00.000Z","108"
"2021-08-17T09:00:00.000Z","2021-08-17T10:00:00.000Z","147"
"2021-08-17T10:00:00.000Z","2021-08-17T11:00:00.000Z","155"
"2021-08-17T11:00:00.000Z","2021-08-17T12:00:00.000Z","146"
"2021-08-17T12:00:00.000Z","2021-08-17T13:00:00.000Z","122"
"2021-08-17T14:00:00.000Z","2021-08-17T15:00:00.000Z","102"
"2021-08-17T15:00:00.000Z","2021-08-17T16:00:00.000Z","116"
"2021-08-17T16:00:00.000Z","2021-08-17T17:00:00.000Z","103"
"2021-08-25T15:00:00.000Z","2021-08-25T16:00:00.000Z","122"
"2021-08-25T16:00:00.000Z","2021-08-25T17:00:00.000Z","128"
"2021-08-25T17:00:00.000Z","2021-08-25T18:00:00.000Z","128"
"2021-08-25T18:00:00.000Z","2021-08-25T19:00:00.000Z","87"
"2021-08-28T05:00:00.000Z","2021-08-28T06:00:00.000Z","98"
"2021-08-28T06:00:00.000Z","2021-08-28T07:00:00.000Z","150"
"2021-08-28T07:00:00.000Z","2021-08-28T08:00:00.000Z","122"
"2021-08-28T08:00:00.000Z","2021-08-28T09:00:00.000Z","108"
"2021-08-28T09:00:00.000Z","2021-08-28T10:00:00.000Z","109"
"2021-08-28T10:00:00.000Z","2021-08-28T11:00:00.000Z","83"
"2021-08-31T16:00:00.000Z","2021-08-31T17:00:00.000Z","150"
"2021-09-10T02:00:00.000Z","2021-09-10T03:00:00.000Z","87"
"2021-09-10T04:00:00.000Z","2021-09-10T05:00:00.000Z","168"
"2021-09-12T11:00:00.000Z","2021-09-12T12:00:00.000Z","133"
"2021-09-15T20:00:00.000Z","2021-09-15T21:00:00.000Z","130"
"2021-09-16T00:00:00.000Z","2021-09-16T01:00:00.000Z","108"
"2021-09-16T03:00:00.000Z","2021-09-16T04:00:00.000Z","125"
"2021-09-16T20:00:00.000Z","2021-09-16T21:00:00.000Z","132"
"2021-09-16T21:00:00.000Z","2021-09-16T22:00:00.000Z","130"
"2021-09-18T02:00:00.000Z","2021-09-18T03:00:00.000Z","104"
"2021-09-18T03:00:00.000Z","2021-09-18T04:00:00.000Z","133"
"2021-09-18T04:00:00.000Z","2021-09-18T05:00:00.000Z","104"
"2021-09-21T05:00:00.000Z","2021-09-21T06:00:00.000Z","210"
"2021-09-21T06:00:00.000Z","2021-09-21T07:00:00.000Z","210"
"2021-09-24T06:00:00.000Z","2021-09-24T07:00:00.000Z","167"
"2021-09-28T03:00:00.000Z","2021-09-28T04:00:00.000Z","108"
"2021-09-28T04:00:00.000Z","2021-09-28T05:00:00.000Z","135.99"
"2021-09-29T08:00:00.000Z","2021-09-29T09:00:00.000Z","150"
"2021-09-29T09:00:00.000Z","2021-09-29T10:00:00.000Z","185"
"2021-10-06T13:00:00.000Z","2021-10-06T14:00:00.000Z","108"
"2021-10-06T14:00:00.000Z","2021-10-06T15:00:00.000Z","108"
"2021-10-08T04:00:00.000Z","2021-10-08T05:00:00.000Z","176"
"2021-10-16T17:00:00.000Z","2021-10-16T18:00:00.000Z","125"
"2021-10-21T15:00:00.000Z","2021-10-21T16:00:00.000Z","126"
"2021-10-21T22:00:00.000Z","2021-10-21T23:00:00.000Z","56"
"2021-10-21T23:00:00.000Z","2021-10-22T00:00:00.000Z","56"
"2021-10-23T23:00:00.000Z","2021-10-24T00:00:00.000Z","119"
"2021-10-24T00:00:00.000Z","2021-10-24T01:00:00.000Z","109.95999"
"2021-10-24T01:00:00.000Z","2021-10-24T02:00:00.000Z","95"
"2021-10-24T02:00:00.000Z","2021-10-24T03:00:00.000Z","96"
"2021-10-24T03:00:00.000Z","2021-10-24T04:00:00.000Z","119"
"2021-10-24T04:00:00.000Z","2021-10-24T05:00:00.000Z","140"
"2021-10-24T05:00:00.000Z","2021-10-24T06:00:00.000Z","92"
"2021-10-24T06:00:00.000Z","2021-10-24T07:00:00.000Z","100"
"2021-10-24T07:00:00.000Z","2021-10-24T08:00:00.000Z","92"
"2021-10-24T12:00:00.000Z","2021-10-24T13:00:00.000Z","84"
"2021-10-24T13:00:00.000Z","2021-10-24T14:00:00.000Z","81.2"
"2021-10-24T19:00:00.000Z","2021-10-24T20:00:00.000Z","66"
"2021-10-25T21:00:00.000Z","2021-10-25T22:00:00.000Z","47"
"2021-10-26T19:00:00.000Z","2021-10-26T20:00:00.000Z","110"
"2021-10-26T20:00:00.000Z","2021-10-26T21:00:00.000Z","175"
"2021-10-26T21:00:00.000Z","2021-10-26T22:00:00.000Z","120.09"
"2021-10-26T23:00:00.000Z","2021-10-27T00:00:00.000Z","92"
"2021-10-27T00:00:00.000Z","2021-10-27T01:00:00.000Z","180"
"2021-10-27T11:00:00.000Z","2021-10-27T12:00:00.000Z","3000"
"2021-10-27T12:00:00.000Z","2021-10-27T13:00:00.000Z","3000"
"2021-10-28T03:00:00.000Z","2021-10-28T04:00:00.000Z","433.97"
"2021-10-30T21:00:00.000Z","2021-10-30T22:00:00.000Z","65"
"2021-10-30T22:00:00.000Z","2021-10-30T23:00:00.000Z","65"
"2021-10-31T02:00:00.000Z","2021-10-31T03:00:00.000Z","85"
"2021-10-31T03:00:00.000Z","2021-10-31T04:00:00.000Z","100"
"2021-10-31T09:00:00.000Z","2021-10-31T10:00:00.000Z","95"
"2021-10-31T10:00:00.000Z","2021-10-31T11:00:00.000Z","90"
"2021-10-31T11:00:00.000Z","2021-10-31T12:00:00.000Z","95"
"2021-10-31T12:00:00.000Z","2021-10-31T13:00:00.000Z","100"
"2021-10-31T14:00:00.000Z","2021-10-31T15:00:00.000Z","159"
"2021-11-01T04:00:00.000Z","2021-11-01T05:00:00.000Z","95"
"2021-11-07T07:00:00.000Z","2021-11-07T08:00:00.000Z","84"
"2021-11-07T09:00:00.000Z","2021-11-07T10:00:00.000Z","89"
"2021-11-07T10:00:00.000Z","2021-11-07T11:00:00.000Z","89"
"2021-11-09T04:00:00.000Z","2021-11-09T05:00:00.000Z","121"
"2021-11-11T20:00:00.000Z","2021-11-11T21:00:00.000Z","99"
"2021-11-11T21:00:00.000Z","2021-11-11T22:00:00.000Z","120"
"2021-11-11T22:00:00.000Z","2021-11-11T23:00:00.000Z","65"
"2021-11-18T22:00:00.000Z","2021-11-18T23:00:00.000Z","97"
"2021-11-18T23:00:00.000Z","2021-11-19T00:00:00.000Z","62"
"2021-11-19T11:00:00.000Z","2021-11-19T12:00:00.000Z","110"
"2021-11-19T14:00:00.000Z","2021-11-19T15:00:00.000Z","145"
"2021-11-19T15:00:00.000Z","2021-11-19T16:00:00.000Z","143"
"2021-11-19T18:00:00.000Z","2021-11-19T19:00:00.000Z","200"
"2021-11-19T19:00:00.000Z","2021-11-19T20:00:00.000Z","200"
"2021-11-20T14:00:00.000Z","2021-11-20T15:00:00.000Z","300"
"2021-11-20T15:00:00.000Z","2021-11-20T16:00:00.000Z","131"
"2021-11-20T16:00:00.000Z","2021-11-20T17:00:00.000Z","95.7"
"2021-11-20T18:00:00.000Z","2021-11-20T19:00:00.000Z","141"
"2021-11-20T19:00:00.000Z","2021-11-20T20:00:00.000Z","118"
"2021-11-20T20:00:00.000Z","2021-11-20T21:00:00.000Z","450"
"2021-11-20T21:00:00.000Z","2021-11-20T22:00:00.000Z","400"
"2021-11-20T22:00:00.000Z","2021-11-20T23:00:00.000Z","95"
"2021-11-22T20:00:00.000Z","2021-11-22T21:00:00.000Z","225"
"2021-11-22T21:00:00.000Z","2021-11-22T22:00:00.000Z","215"
"2021-11-22T22:00:00.000Z","2021-11-22T23:00:00.000Z","189"
"2021-11-22T23:00:00.000Z","2021-11-23T00:00:00.000Z","150"
"2021-11-23T00:00:00.000Z","2021-11-23T01:00:00.000Z","93"
"2021-11-23T01:00:00.000Z","2021-11-23T02:00:00.000Z","97"
"2021-11-23T02:00:00.000Z","2021-11-23T03:00:00.000Z","225"
"2021-11-23T04:00:00.000Z","2021-11-23T05:00:00.000Z","249"
"2021-11-23T05:00:00.000Z","2021-11-23T06:00:00.000Z","300"
"2021-11-24T13:00:00.000Z","2021-11-24T14:00:00.000Z","599"
"2021-11-24T14:00:00.000Z","2021-11-24T15:00:00.000Z","599"
"2021-11-24T17:00:00.000Z","2021-11-24T18:00:00.000Z","1000"
"2021-11-24T18:00:00.000Z","2021-11-24T19:00:00.000Z","1000"
"2021-11-24T21:00:00.000Z","2021-11-24T22:00:00.000Z","145"
"2021-11-25T18:00:00.000Z","2021-11-25T19:00:00.000Z","599"
"2021-11-25T19:00:00.000Z","2021-11-25T20:00:00.000Z","265"
"2021-11-26T20:00:00.000Z","2021-11-26T21:00:00.000Z","160"
"2021-12-05T08:00:00.000Z","2021-12-05T09:00:00.000Z","170"
"2021-12-05T09:00:00.000Z","2021-12-05T10:00:00.000Z","170"
"2021-12-05T13:00:00.000Z","2021-12-05T14:00:00.000Z","350"
"2021-12-05T14:00:00.000Z","2021-12-05T15:00:00.000Z","300"
"2021-12-05T15:00:00.000Z","2021-12-05T16:00:00.000Z","300"
"2021-12-07T17:00:00.000Z","2021-12-07T18:00:00.000Z","1008"
"2021-12-07T20:00:00.000Z","2021-12-07T21:00:00.000Z","499"
"2021-12-08T00:00:00.000Z","2021-12-08T01:00:00.000Z","449.94"
"2021-12-08T02:00:00.000Z","2021-12-08T03:00:00.000Z","399.36"
"2021-12-08T03:00:00.000Z","2021-12-08T04:00:00.000Z","450"
"2021-12-08T04:00:00.000Z","2021-12-08T05:00:00.000Z","599"
"2021-12-08T05:00:00.000Z","2021-12-08T06:00:00.000Z","1200"
"2021-12-08T06:00:00.000Z","2021-12-08T07:00:00.000Z","999"
"2021-12-08T07:00:00.000Z","2021-12-08T08:00:00.000Z","1500"
"2021-12-08T08:00:00.000Z","2021-12-08T09:00:00.000Z","1500"
"2021-12-08T09:00:00.000Z","2021-12-08T10:00:00.000Z","1000"
"2021-12-08T10:00:00.000Z","2021-12-08T11:00:00.000Z","1000"
"2021-12-08T11:00:00.000Z","2021-12-08T12:00:00.000Z","900"
"2021-12-08T12:00:00.000Z","2021-12-08T13:00:00.000Z","817.76999"
"2021-12-08T13:00:00.000Z","2021-12-08T14:00:00.000Z","2500"
"2021-12-08T14:00:00.000Z","2021-12-08T15:00:00.000Z","2500"
"2021-12-08T15:00:00.000Z","2021-12-08T16:00:00.000Z","2500"
"2021-12-08T16:00:00.000Z","2021-12-08T17:00:00.000Z","2500"
"2021-12-08T17:00:00.000Z","2021-12-08T18:00:00.000Z","1500"
"2021-12-08T18:00:00.000Z","2021-12-08T19:00:00.000Z","985"
"2021-12-08T19:00:00.000Z","2021-12-08T20:00:00.000Z","300"
"2021-12-08T20:00:00.000Z","2021-12-08T21:00:00.000Z","1500"
"2021-12-08T21:00:00.000Z","2021-12-08T22:00:00.000Z","260"
"2021-12-09T00:00:00.000Z","2021-12-09T01:00:00.000Z","169.37"
"2021-12-09T01:00:00.000Z","2021-12-09T02:00:00.000Z","169"
"2021-12-09T02:00:00.000Z","2021-12-09T03:00:00.000Z","200.02"
"2021-12-09T03:00:00.000Z","2021-12-09T04:00:00.000Z","240"
"2021-12-09T04:00:00.000Z","2021-12-09T05:00:00.000Z","630"
"2021-12-09T05:00:00.000Z","2021-12-09T06:00:00.000Z","630"
"2021-12-11T06:00:00.000Z","2021-12-11T07:00:00.000Z","234.94999"
"2021-12-11T07:00:00.000Z","2021-12-11T08:00:00.000Z","360"
"2021-12-11T08:00:00.000Z","2021-12-11T09:00:00.000Z","490"
"2021-12-11T09:00:00.000Z","2021-12-11T10:00:00.000Z","420"
"2021-12-11T10:00:00.000Z","2021-12-11T11:00:00.000Z","490"
"2021-12-11T17:00:00.000Z","2021-12-11T18:00:00.000Z","1200"
"2021-12-11T18:00:00.000Z","2021-12-11T19:00:00.000Z","260"
"2021-12-14T21:00:00.000Z","2021-12-14T22:00:00.000Z","175"
"2021-12-14T22:00:00.000Z","2021-12-14T23:00:00.000Z","155"
"2021-12-14T23:00:00.000Z","2021-12-15T00:00:00.000Z","150"
"2021-12-15T00:00:00.000Z","2021-12-15T01:00:00.000Z","104"
"2021-12-15T04:00:00.000Z","2021-12-15T05:00:00.000Z","153"
"2021-12-15T05:00:00.000Z","2021-12-15T06:00:00.000Z","130.53"
"2021-12-30T00:00:00.000Z","2021-12-30T01:00:00.000Z","119"
"2021-12-30T04:00:00.000Z","2021-12-30T05:00:00.000Z","155"
"2021-12-30T05:00:00.000Z","2021-12-30T06:00:00.000Z","133"
"2021-12-30T13:00:00.000Z","2021-12-30T14:00:00.000Z","125"
"2021-12-30T14:00:00.000Z","2021-12-30T15:00:00.000Z","110"
"2021-12-30T15:00:00.000Z","2021-12-30T16:00:00.000Z","107"
"2021-12-30T18:00:00.000Z","2021-12-30T19:00:00.000Z","139"
"2021-12-30T19:00:00.000Z","2021-12-30T20:00:00.000Z","120"
"2021-12-30T20:00:00.000Z","2021-12-30T21:00:00.000Z","190"
"2021-12-30T21:00:00.000Z","2021-12-30T22:00:00.000Z","200"
"2021-12-30T22:00:00.000Z","2021-12-30T23:00:00.000Z","200"
"2021-12-30T23:00:00.000Z","2021-12-31T00:00:00.000Z","190"
"2021-12-31T00:00:00.000Z","2021-12-31T01:00:00.000Z","110"
"2021-12-31T01:00:00.000Z","2021-12-31T02:00:00.000Z","133"
"2021-12-31T02:00:00.000Z","2021-12-31T03:00:00.000Z","133"
"2021-12-31T03:00:00.000Z","2021-12-31T04:00:00.000Z","150"
"2021-12-31T04:00:00.000Z","2021-12-31T05:00:00.000Z","151"
"2021-12-31T05:00:00.000Z","2021-12-31T06:00:00.000Z","151"
"2021-12-31T07:00:00.000Z","2021-12-31T08:00:00.000Z","134"
"2021-12-31T08:00:00.000Z","2021-12-31T09:00:00.000Z","125"
"2021-12-31T10:00:00.000Z","2021-12-31T11:00:00.000Z","150"
"2021-12-31T11:00:00.000Z","2021-12-31T12:00:00.000Z","149"
"2021-12-31T12:00:00.000Z","2021-12-31T13:00:00.000Z","126"
"2022-01-01T19:00:00.000Z","2022-01-01T20:00:00.000Z","161"
"2022-01-01T20:00:00.000Z","2022-01-01T21:00:00.000Z","201"
"2022-01-01T21:00:00.000Z","2022-01-01T22:00:00.000Z","253"
"2022-01-01T22:00:00.000Z","2022-01-01T23:00:00.000Z","189"
"2022-01-01T23:00:00.000Z","2022-01-02T00:00:00.000Z","103.7"
"2022-01-02T03:00:00.000Z","2022-01-02T04:00:00.000Z","108"
"2022-01-03T04:00:00.000Z","2022-01-03T05:00:00.000Z","160"
"2022-01-03T05:00:00.000Z","2022-01-03T06:00:00.000Z","160"
"2022-01-03T12:00:00.000Z","2022-01-03T13:00:00.000Z","138"
"2022-01-03T14:00:00.000Z","2022-01-03T15:00:00.000Z","150"
"2022-01-03T15:00:00.000Z","2022-01-03T16:00:00.000Z","234"
"2022-01-03T19:00:00.000Z","2022-01-03T20:00:00.000Z","168"
"2022-01-03T20:00:00.000Z","2022-01-03T21:00:00.000Z","480"
"2022-01-03T21:00:00.000Z","2022-01-03T22:00:00.000Z","680"
"2022-01-03T22:00:00.000Z","2022-01-03T23:00:00.000Z","260"
"2022-01-08T14:00:00.000Z","2022-01-08T15:00:00.000Z","205"
"2022-01-09T05:00:00.000Z","2022-01-09T06:00:00.000Z","169.59"
"2022-01-09T22:00:00.000Z","2022-01-09T23:00:00.000Z","190"
"2022-01-10T04:00:00.000Z","2022-01-10T05:00:00.000Z","366"
"2022-01-16T22:00:00.000Z","2022-01-16T23:00:00.000Z","150"
"2022-01-16T23:00:00.000Z","2022-01-17T00:00:00.000Z","150"
"2022-01-17T00:00:00.000Z","2022-01-17T01:00:00.000Z","110"
"2022-01-19T19:00:00.000Z","2022-01-19T20:00:00.000Z","110"
"2022-01-19T20:00:00.000Z","2022-01-19T21:00:00.000Z","162.3"
"2022-01-26T04:00:00.000Z","2022-01-26T05:00:00.000Z","149.44"
"2022-01-26T05:00:00.000Z","2022-01-26T06:00:00.000Z","186"
"2022-01-26T12:00:00.000Z","2022-01-26T13:00:00.000Z","149.62"
"2022-01-26T13:00:00.000Z","2022-01-26T14:00:00.000Z","188"
"2022-01-26T14:00:00.000Z","2022-01-26T15:00:00.000Z","153"
"2022-01-26T15:00:00.000Z","2022-01-26T16:00:00.000Z","290"
"2022-01-26T17:00:00.000Z","2022-01-26T18:00:00.000Z","400"
"2022-01-26T18:00:00.000Z","2022-01-26T19:00:00.000Z","400"
"2022-01-26T20:00:00.000Z","2022-01-26T21:00:00.000Z","185.43"
"2022-01-26T21:00:00.000Z","2022-01-26T22:00:00.000Z","153"
"2022-01-27T00:00:00.000Z","2022-01-27T01:00:00.000Z","113"
"2022-01-27T01:00:00.000Z","2022-01-27T02:00:00.000Z","112.3"
"2022-01-27T17:00:00.000Z","2022-01-27T18:00:00.000Z","172.4"
"2022-01-27T20:00:00.000Z","2022-01-27T21:00:00.000Z","143"
"2022-01-27T21:00:00.000Z","2022-01-27T22:00:00.000Z","143"
"2022-01-27T22:00:00.000Z","2022-01-27T23:00:00.000Z","149"
"2022-01-27T23:00:00.000Z","2022-01-28T00:00:00.000Z","122"
"2022-01-29T07:00:00.000Z","2022-01-29T08:00:00.000Z","71"
"2022-01-29T08:00:00.000Z","2022-01-29T09:00:00.000Z","71"
"2022-01-29T09:00:00.000Z","2022-01-29T10:00:00.000Z","71"
"2022-01-29T12:00:00.000Z","2022-01-29T13:00:00.000Z","114"
"2022-01-29T13:00:00.000Z","2022-01-29T14:00:00.000Z","131"
"2022-01-29T14:00:00.000Z","2022-01-29T15:00:00.000Z","300"
"2022-01-29T15:00:00.000Z","2022-01-29T16:00:00.000Z","300"
"2022-01-29T16:00:00.000Z","2022-01-29T17:00:00.000Z","150"
"2022-01-29T17:00:00.000Z","2022-01-29T18:00:00.000Z","160"
"2022-01-29T18:00:00.000Z","2022-01-29T19:00:00.000Z","200"
"2022-01-29T20:00:00.000Z","2022-01-29T21:00:00.000Z","145"
"2022-01-29T21:00:00.000Z","2022-01-29T22:00:00.000Z","151"
"2022-01-29T22:00:00.000Z","2022-01-29T23:00:00.000Z","131"
"2022-01-29T23:00:00.000Z","2022-01-30T00:00:00.000Z","131"
"2022-01-30T00:00:00.000Z","2022-01-30T01:00:00.000Z","131"
"2022-01-30T01:00:00.000Z","2022-01-30T02:00:00.000Z","105"
"2022-01-30T03:00:00.000Z","2022-01-30T04:00:00.000Z","81"
"2022-01-30T06:00:00.000Z","2022-01-30T07:00:00.000Z","81"
"2022-01-30T08:00:00.000Z","2022-01-30T09:00:00.000Z","114"
"2022-01-30T11:00:00.000Z","2022-01-30T12:00:00.000Z","128"
"2022-01-30T12:00:00.000Z","2022-01-30T13:00:00.000Z","128"
"2022-02-03T20:00:00.000Z","2022-02-03T21:00:00.000Z","245"
"2022-02-03T21:00:00.000Z","2022-02-03T22:00:00.000Z","234"
"2022-02-03T22:00:00.000Z","2022-02-03T23:00:00.000Z","180"
"2022-02-03T23:00:00.000Z","2022-02-04T00:00:00.000Z","170"
"2022-02-04T00:00:00.000Z","2022-02-04T01:00:00.000Z","105"
"2022-02-04T01:00:00.000Z","2022-02-04T02:00:00.000Z","170"
"2022-02-04T02:00:00.000Z","2022-02-04T03:00:00.000Z","200"
"2022-02-04T03:00:00.000Z","2022-02-04T04:00:00.000Z","191"
"2022-02-04T04:00:00.000Z","2022-02-04T05:00:00.000Z","3500"
"2022-02-04T05:00:00.000Z","2022-02-04T06:00:00.000Z","3500"
"2022-02-04T06:00:00.000Z","2022-02-04T07:00:00.000Z","409"
"2022-02-06T04:00:00.000Z","2022-02-06T05:00:00.000Z","123"
"2022-02-08T11:00:00.000Z","2022-02-08T12:00:00.000Z","130"
"2022-02-08T12:00:00.000Z","2022-02-08T13:00:00.000Z","130"
"2022-02-09T20:00:00.000Z","2022-02-09T21:00:00.000Z","119.2"
"2022-02-12T20:00:00.000Z","2022-02-12T21:00:00.000Z","200"
"2022-02-12T21:00:00.000Z","2022-02-12T22:00:00.000Z","170"
"2022-02-13T00:00:00.000Z","2022-02-13T01:00:00.000Z","34"
"2022-02-13T01:00:00.000Z","2022-02-13T02:00:00.000Z","34"
"2022-02-14T04:00:00.000Z","2022-02-14T05:00:00.000Z","150"
"2022-02-14T20:00:00.000Z","2022-02-14T21:00:00.000Z","125"
"2022-02-14T21:00:00.000Z","2022-02-14T22:00:00.000Z","155"
"2022-02-14T22:00:00.000Z","2022-02-14T23:00:00.000Z","140"
"2022-02-14T23:00:00.000Z","2022-02-15T00:00:00.000Z","123"
"2022-02-15T00:00:00.000Z","2022-02-15T01:00:00.000Z","105"
"2022-02-15T01:00:00.000Z","2022-02-15T02:00:00.000Z","106"
"2022-02-15T02:00:00.000Z","2022-02-15T03:00:00.000Z","95"
"2022-02-15T04:00:00.000Z","2022-02-15T05:00:00.000Z","139"
"2022-02-15T05:00:00.000Z","2022-02-15T06:00:00.000Z","185"
"2022-02-18T04:00:00.000Z","2022-02-18T05:00:00.000Z","105"
"2022-02-18T05:00:00.000Z","2022-02-18T06:00:00.000Z","105"
"2022-02-21T22:00:00.000Z","2022-02-21T23:00:00.000Z","133.02"
"2022-02-22T20:00:00.000Z","2022-02-22T21:00:00.000Z","488"
"2022-02-22T21:00:00.000Z","2022-02-22T22:00:00.000Z","488"
"2022-02-22T22:00:00.000Z","2022-02-22T23:00:00.000Z","215"
"2022-02-23T00:00:00.000Z","2022-02-23T01:00:00.000Z","125"
"2022-02-23T04:00:00.000Z","2022-02-23T05:00:00.000Z","320"
"2022-02-23T05:00:00.000Z","2022-02-23T06:00:00.000Z","700"
"2022-02-23T21:00:00.000Z","2022-02-23T22:00:00.000Z","99"
"2022-02-23T22:00:00.000Z","2022-02-23T23:00:00.000Z","85"
"2022-02-26T07:00:00.000Z","2022-02-26T08:00:00.000Z","230"
"2022-02-26T08:00:00.000Z","2022-02-26T09:00:00.000Z","755"
"2022-02-26T09:00:00.000Z","2022-02-26T10:00:00.000Z","755"
"2022-03-02T16:00:00.000Z","2022-03-02T17:00:00.000Z","235.8"
"2022-03-02T17:00:00.000Z","2022-03-02T18:00:00.000Z","284.69999"
"2022-03-03T11:00:00.000Z","2022-03-03T12:00:00.000Z","120"
"2022-03-03T19:00:00.000Z","2022-03-03T20:00:00.000Z","125"
"2022-03-03T20:00:00.000Z","2022-03-03T21:00:00.000Z","125"
"2022-03-09T05:00:00.000Z","2022-03-09T06:00:00.000Z","400"
"2022-03-09T16:00:00.000Z","2022-03-09T17:00:00.000Z","270"
"2022-03-09T17:00:00.000Z","2022-03-09T18:00:00.000Z","300"
"2022-03-10T07:00:00.000Z","2022-03-10T08:00:00.000Z","185"
"2022-03-10T08:00:00.000Z","2022-03-10T09:00:00.000Z","169"
"2022-03-10T09:00:00.000Z","2022-03-10T10:00:00.000Z","150"
"2022-03-10T10:00:00.000Z","2022-03-10T11:00:00.000Z","105"
"2022-03-10T11:00:00.000Z","2022-03-10T12:00:00.000Z","105"
"2022-03-10T13:00:00.000Z","2022-03-10T14:00:00.000Z","105"
"2022-03-14T06:00:00.000Z","2022-03-14T07:00:00.000Z","300"
"2022-03-22T03:00:00.000Z","2022-03-22T04:00:00.000Z","95"
"2022-03-22T04:00:00.000Z","2022-03-22T05:00:00.000Z","300"
"2022-03-22T05:00:00.000Z","2022-03-22T06:00:00.000Z","304"
"2022-03-25T12:00:00.000Z","2022-03-25T13:00:00.000Z","103.5"
"2022-03-25T13:00:00.000Z","2022-03-25T14:00:00.000Z","95"
"2022-03-25T14:00:00.000Z","2022-03-25T15:00:00.000Z","75"
"2022-03-25T15:00:00.000Z","2022-03-25T16:00:00.000Z","65"
"2022-03-25T16:00:00.000Z","2022-03-25T17:00:00.000Z","75"
"2022-03-25T17:00:00.000Z","2022-03-25T18:00:00.000Z","150"
"2022-03-25T18:00:00.000Z","2022-03-25T19:00:00.000Z","105"
"2022-03-25T19:00:00.000Z","2022-03-25T20:00:00.000Z","105"
"2022-03-25T20:00:00.000Z","2022-03-25T21:00:00.000Z","45"
"2022-03-25T21:00:00.000Z","2022-03-25T22:00:00.000Z","55"
"2022-03-28T04:00:00.000Z","2022-03-28T05:00:00.000Z","100"
"2022-03-29T19:00:00.000Z","2022-03-29T20:00:00.000Z","105"
"2022-03-30T03:00:00.000Z","2022-03-30T04:00:00.000Z","150"
"2022-03-30T07:00:00.000Z","2022-03-30T08:00:00.000Z","129.03"
"2022-04-03T07:00:00.000Z","2022-04-03T08:00:00.000Z","125"
"2022-04-03T08:00:00.000Z","2022-04-03T09:00:00.000Z","125"
"2022-04-05T19:00:00.000Z","2022-04-05T20:00:00.000Z","135"
"2022-04-05T20:00:00.000Z","2022-04-05T21:00:00.000Z","150"
"2022-04-08T05:00:00.000Z","2022-04-08T06:00:00.000Z","140"
"2022-04-08T06:00:00.000Z","2022-04-08T07:00:00.000Z","300"
"2022-04-08T07:00:00.000Z","2022-04-08T08:00:00.000Z","179"
"2022-04-08T08:00:00.000Z","2022-04-08T09:00:00.000Z","150"
"2022-04-08T09:00:00.000Z","2022-04-08T10:00:00.000Z","130"
"2022-04-11T04:00:00.000Z","2022-04-11T05:00:00.000Z","700"
"2022-04-11T19:00:00.000Z","2022-04-11T20:00:00.000Z","72"
"2022-04-11T20:00:00.000Z","2022-04-11T21:00:00.000Z","68"
"2022-04-27T15:00:00.000Z","2022-04-27T16:00:00.000Z","200"
"2022-05-07T20:00:00.000Z","2022-05-07T21:00:00.000Z","150"
"2022-05-11T10:00:00.000Z","2022-05-11T11:00:00.000Z","159.88"
"2022-05-11T11:00:00.000Z","2022-05-11T12:00:00.000Z","294"
"2022-05-11T12:00:00.000Z","2022-05-11T13:00:00.000Z","284.88"
